repr_type,pair,axis,mean_abs_projection_diff,mean_rel_projection_diff,mean_signed_projection_diff
embedding_matrix,deu_50m__vs__en_deu_a,clan->individual,0.17790371179580688,0.8461818099021912,-0.09068943560123444
embedding_matrix,deu_50m__vs__en_deu_a,taboo->permissive,0.1707991063594818,0.8128398656845093,-0.043953076004981995
embedding_matrix,deu_50m__vs__en_deu_a,sacred->secular,0.15257249772548676,0.826734721660614,-0.013671326451003551
embedding_matrix,deu_50m__vs__en_deu_a,customary->codified,0.14234714210033417,0.8334017395973206,0.07078900933265686
embedding_matrix,deu_50m__vs__en_deu_a,indigenous->diaspora,0.1378723680973053,0.8147499561309814,0.03779104724526405
embedding_matrix,deu_50m__vs__en_deu_a,lotus->rose,0.13688936829566956,0.8003190755844116,0.019748162478208542
embedding_matrix,deu_50m__vs__en_deu_a,tradition->modernity,0.13684140145778656,0.7845187187194824,-0.04700079932808876
embedding_matrix,deu_50m__vs__en_deu_a,vegetarian->meat,0.13565048575401306,0.8135088682174683,0.037731412798166275
embedding_matrix,deu_50m__vs__en_deu_a,rice->bread,0.1355813592672348,0.8408663868904114,0.02564888820052147
embedding_matrix,deu_50m__vs__en_deu_a,modest->revealing,0.13197897374629974,0.8319564461708069,0.06071965768933296
embedding_matrix,deu_50m__vs__en_deu_a,duty->freedom,0.1311524510383606,0.8301883339881897,0.05329376086592674
embedding_matrix,deu_50m__vs__en_deu_a,restraint->indulgence,0.13056325912475586,0.8120979070663452,0.07108262926340103
embedding_matrix,deu_50m__vs__en_deu_a,solidarity->competition,0.12801848351955414,0.8074986338615417,-0.07511051744222641
embedding_matrix,deu_50m__vs__en_deu_a,black->gold,0.12680549919605255,0.7981929779052734,0.015720976516604424
embedding_matrix,deu_50m__vs__en_deu_a,elder->youth,0.12649957835674286,0.7906762361526489,0.009186189621686935
embedding_matrix,deu_50m__vs__en_deu_a,local->global,0.1253742277622223,0.7659168243408203,-0.0157198254019022
embedding_matrix,deu_50m__vs__en_deu_a,patronage->meritocracy,0.12420380860567093,0.8155732154846191,-0.022733673453330994
embedding_matrix,deu_50m__vs__en_deu_a,ornate->plain,0.12398038059473038,0.8079399466514587,-0.06114368885755539
embedding_matrix,deu_50m__vs__en_deu_a,formal->casual,0.12393201887607574,0.7676884531974792,0.036279309540987015
embedding_matrix,deu_50m__vs__en_deu_a,federal->centralized,0.12257428467273712,0.8283873200416565,0.031417086720466614
embedding_matrix,deu_50m__vs__en_deu_a,uniform->personalized,0.12072650343179703,0.7941358089447021,0.04010205343365669
embedding_matrix,deu_50m__vs__en_deu_a,obedience->autonomy,0.12058822810649872,0.8189665675163269,-0.01044529303908348
embedding_matrix,deu_50m__vs__en_deu_a,veiled->unveiled,0.12053917348384857,0.7927209734916687,0.02337847463786602
embedding_matrix,deu_50m__vs__en_deu_a,kin->stranger,0.1193932369351387,0.8069989085197449,0.01728074811398983
embedding_matrix,deu_50m__vs__en_deu_a,majority->minority,0.11899690330028534,0.7900853753089905,-0.054583147168159485
embedding_matrix,deu_50m__vs__en_deu_a,fermented->fresh,0.11854501068592072,0.8174425363540649,-0.03836339712142944
embedding_matrix,deu_50m__vs__en_deu_a,authority->deliberation,0.11775141209363937,0.7976846694946289,0.045544471591711044
embedding_matrix,deu_50m__vs__en_deu_a,certainty->ambiguity,0.11658404767513275,0.8153289556503296,-0.019453998655080795
embedding_matrix,deu_50m__vs__en_deu_a,pilgrimage->tourism,0.11633072048425674,0.7978346943855286,-0.031180571764707565
embedding_matrix,deu_50m__vs__en_deu_a,individualism->collectivism,0.1162632629275322,0.8093363642692566,0.049473099410533905
embedding_matrix,deu_50m__vs__en_deu_a,prayer->reason,0.11410532891750336,0.773138165473938,0.053501784801483154
embedding_matrix,deu_50m__vs__en_deu_a,honor->shame,0.11400390416383743,0.7895981073379517,0.030201392248272896
embedding_matrix,deu_50m__vs__en_deu_a,democracy->monarchy,0.11382215470075607,0.8113536834716797,0.0014672208344563842
embedding_matrix,deu_50m__vs__en_deu_a,script->image,0.11334618926048279,0.798760175704956,-0.061792973428964615
embedding_matrix,deu_50m__vs__en_deu_a,tea->coffee,0.11253248900175095,0.7878559827804565,-0.04227717965841293
embedding_matrix,deu_50m__vs__en_deu_a,ancestor->novelty,0.11199667304754257,0.8191080093383789,0.0010510539868846536
embedding_matrix,deu_50m__vs__en_deu_a,assimilation->pluralism,0.10850422829389572,0.7603544592857361,-0.056119780987501144
embedding_matrix,deu_50m__vs__en_deu_a,spicy->mild,0.10752315819263458,0.7413594722747803,-0.05322064086794853
embedding_matrix,deu_50m__vs__en_deu_a,mother->father,0.1071043312549591,0.7587301135063171,-0.033079393208026886
embedding_matrix,deu_50m__vs__en_deu_a,pilgrim->spectator,0.10666612535715103,0.7790966629981995,-0.0010644664289429784
embedding_matrix,deu_50m__vs__en_deu_a,hierarchy->equality,0.10492151975631714,0.8046020269393921,-0.029628092423081398
embedding_matrix,deu_50m__vs__en_deu_a,lineage->mobility,0.10207439213991165,0.7925763130187988,0.020307250320911407
embedding_matrix,deu_50m__vs__en_deu_a,lunar->solar,0.10016953945159912,0.7801133990287781,-0.0067349825985729694
embedding_matrix,deu_50m__vs__en_deu_a,mourning->celebration,0.09918902069330215,0.7761906981468201,-0.01511145755648613
embedding_matrix,deu_50m__vs__en_deu_a,fasting->feasting,0.0971408560872078,0.7722210884094238,0.04675954580307007
embedding_matrix,deu_50m__vs__en_deu_a,white->red,0.096634641289711,0.7593038082122803,0.01285281591117382
embedding_matrix,deu_50m__vs__en_deu_a,dragon->eagle,0.09394434839487076,0.767419695854187,0.0012880477588623762
embedding_matrix,deu_50m__vs__en_deu_a,ritual->routine,0.09072869271039963,0.760586678981781,-0.0032550974283367395
embedding_matrix,deu_50m__vs__en_deu_a,conformity->dissent,0.08820079267024994,0.7724907398223877,-0.028311578556895256
embedding_matrix,deu_50m__vs__en_deu_a,homeland->migration,0.08325552195310593,0.7744061946868896,-0.006949282716959715
embedding_matrix,deu_50m__vs__en_deu_b,pilgrimage->tourism,0.1667649894952774,0.8433881998062134,-0.08584771305322647
embedding_matrix,deu_50m__vs__en_deu_b,spicy->mild,0.1638718545436859,0.7991278171539307,-0.11111459136009216
embedding_matrix,deu_50m__vs__en_deu_b,federal->centralized,0.1628190129995346,0.8434001207351685,0.08070360124111176
embedding_matrix,deu_50m__vs__en_deu_b,clan->individual,0.1580660492181778,0.8366497755050659,-0.10818308591842651
embedding_matrix,deu_50m__vs__en_deu_b,tradition->modernity,0.15680372714996338,0.7991346716880798,-0.02641347236931324
embedding_matrix,deu_50m__vs__en_deu_b,indigenous->diaspora,0.15593576431274414,0.8249035477638245,0.08387644588947296
embedding_matrix,deu_50m__vs__en_deu_b,individualism->collectivism,0.1558341234922409,0.8186062574386597,0.1123259887099266
embedding_matrix,deu_50m__vs__en_deu_b,lotus->rose,0.1490447074174881,0.8074078559875488,-0.05526289343833923
embedding_matrix,deu_50m__vs__en_deu_b,democracy->monarchy,0.14679843187332153,0.8228073716163635,0.06880144029855728
embedding_matrix,deu_50m__vs__en_deu_b,elder->youth,0.14518269896507263,0.7971324920654297,-0.08246587961912155
embedding_matrix,deu_50m__vs__en_deu_b,honor->shame,0.13749580085277557,0.8097895383834839,0.0323483869433403
embedding_matrix,deu_50m__vs__en_deu_b,assimilation->pluralism,0.13487909734249115,0.7752053141593933,-0.09267839044332504
embedding_matrix,deu_50m__vs__en_deu_b,fermented->fresh,0.13286429643630981,0.832929790019989,-0.047968849539756775
embedding_matrix,deu_50m__vs__en_deu_b,uniform->personalized,0.13276802003383636,0.8299062252044678,-0.005019547883421183
embedding_matrix,deu_50m__vs__en_deu_b,prayer->reason,0.1312715709209442,0.8008385300636292,0.06584656983613968
embedding_matrix,deu_50m__vs__en_deu_b,authority->deliberation,0.1298891007900238,0.8105490803718567,-0.003844965947791934
embedding_matrix,deu_50m__vs__en_deu_b,vegetarian->meat,0.12814395129680634,0.805534839630127,0.014138584025204182
embedding_matrix,deu_50m__vs__en_deu_b,modest->revealing,0.12467798590660095,0.8227923512458801,-0.0004500541544985026
embedding_matrix,deu_50m__vs__en_deu_b,solidarity->competition,0.1234264001250267,0.7891916632652283,-0.010737289674580097
embedding_matrix,deu_50m__vs__en_deu_b,kin->stranger,0.12259365618228912,0.8044023513793945,-0.004080462735146284
embedding_matrix,deu_50m__vs__en_deu_b,sacred->secular,0.12102629244327545,0.8027099370956421,-0.013249668292701244
embedding_matrix,deu_50m__vs__en_deu_b,majority->minority,0.1202915832400322,0.801999032497406,-0.0582299530506134
embedding_matrix,deu_50m__vs__en_deu_b,local->global,0.11870238929986954,0.7685825228691101,-0.010370523668825626
embedding_matrix,deu_50m__vs__en_deu_b,veiled->unveiled,0.1175525039434433,0.8038148283958435,0.02497806027531624
embedding_matrix,deu_50m__vs__en_deu_b,customary->codified,0.11625164747238159,0.8306291699409485,0.07667850703001022
embedding_matrix,deu_50m__vs__en_deu_b,lunar->solar,0.11562126129865646,0.8032594323158264,0.04598795995116234
embedding_matrix,deu_50m__vs__en_deu_b,black->gold,0.11378131806850433,0.8127042055130005,-0.01795005239546299
embedding_matrix,deu_50m__vs__en_deu_b,script->image,0.11327929049730301,0.794502854347229,0.018666965886950493
embedding_matrix,deu_50m__vs__en_deu_b,formal->casual,0.11317742615938187,0.7680920362472534,0.001450364594347775
embedding_matrix,deu_50m__vs__en_deu_b,ornate->plain,0.11311421543359756,0.7960407733917236,-0.05986693874001503
embedding_matrix,deu_50m__vs__en_deu_b,homeland->migration,0.11265045404434204,0.7976783514022827,-0.01472434215247631
embedding_matrix,deu_50m__vs__en_deu_b,mourning->celebration,0.11263038963079453,0.789965808391571,0.009913531132042408
embedding_matrix,deu_50m__vs__en_deu_b,ancestor->novelty,0.11163925379514694,0.8111547827720642,-0.04429495707154274
embedding_matrix,deu_50m__vs__en_deu_b,taboo->permissive,0.11155114322900772,0.7536420822143555,0.03143658488988876
embedding_matrix,deu_50m__vs__en_deu_b,pilgrim->spectator,0.10777607560157776,0.7797645926475525,-0.041955847293138504
embedding_matrix,deu_50m__vs__en_deu_b,patronage->meritocracy,0.10753507912158966,0.8047897815704346,-0.012873872183263302
embedding_matrix,deu_50m__vs__en_deu_b,obedience->autonomy,0.10664825886487961,0.7985967993736267,0.026094909757375717
embedding_matrix,deu_50m__vs__en_deu_b,restraint->indulgence,0.10563860833644867,0.8226372003555298,-0.006095301825553179
embedding_matrix,deu_50m__vs__en_deu_b,white->red,0.10172976553440094,0.7504357695579529,0.02784569561481476
embedding_matrix,deu_50m__vs__en_deu_b,duty->freedom,0.10068356245756149,0.7850530743598938,0.041451066732406616
embedding_matrix,deu_50m__vs__en_deu_b,rice->bread,0.09724801778793335,0.8071466684341431,-0.033676814287900925
embedding_matrix,deu_50m__vs__en_deu_b,hierarchy->equality,0.09675353765487671,0.8013558387756348,-0.010985628701746464
embedding_matrix,deu_50m__vs__en_deu_b,ritual->routine,0.09621034562587738,0.7698974609375,-0.0005705976509489119
embedding_matrix,deu_50m__vs__en_deu_b,mother->father,0.09596709907054901,0.7675154805183411,-0.010871232487261295
embedding_matrix,deu_50m__vs__en_deu_b,fasting->feasting,0.09572238475084305,0.7764179706573486,0.03608771786093712
embedding_matrix,deu_50m__vs__en_deu_b,dragon->eagle,0.09406846016645432,0.7870549559593201,-0.018644804134964943
embedding_matrix,deu_50m__vs__en_deu_b,conformity->dissent,0.09400956332683563,0.7544304728507996,-0.016604404896497726
embedding_matrix,deu_50m__vs__en_deu_b,tea->coffee,0.09384192526340485,0.7722797989845276,-0.02733662724494934
embedding_matrix,deu_50m__vs__en_deu_b,lineage->mobility,0.08333615213632584,0.7604087591171265,0.0011079725809395313
embedding_matrix,deu_50m__vs__en_deu_b,certainty->ambiguity,0.07427908480167389,0.7647284865379333,-0.0008051793556660414
embedding_matrix,deu_100m__vs__en_deu_a,clan->individual,0.1757659614086151,0.8156528472900391,-0.07649186998605728
embedding_matrix,deu_100m__vs__en_deu_a,taboo->permissive,0.17506888508796692,0.8097403645515442,-0.045216042548418045
embedding_matrix,deu_100m__vs__en_deu_a,sacred->secular,0.15378344058990479,0.8081985116004944,-0.01480365451425314
embedding_matrix,deu_100m__vs__en_deu_a,customary->codified,0.14780429005622864,0.8010619878768921,0.07193411886692047
embedding_matrix,deu_100m__vs__en_deu_a,local->global,0.13981373608112335,0.7717464566230774,-0.0011657867580652237
embedding_matrix,deu_100m__vs__en_deu_a,tradition->modernity,0.13921557366847992,0.8049425482749939,-0.05524652451276779
