repr_type,model_a,model_b,metric,mean,ci_low,ci_high
embedding_matrix,bul_50m,en_bul_a,jaccard_at_k_mean,0.6632208585299274,0.6445434815451482,0.6802776841470114
embedding_matrix,bul_50m,en_bul_a,axis_abs_projection_diff_mean,0.12285245568893846,0.11597653785347935,0.1303453999049961
embedding_matrix,bul_50m,en_bul_a,frobenius_cultural_similarity,0.12956219418716433,0.1262525239944458,0.13285875167846678
embedding_matrix,bul_50m,en_bul_b,jaccard_at_k_mean,0.671774746739883,0.6529552381785197,0.6903108866843523
embedding_matrix,bul_50m,en_bul_b,axis_abs_projection_diff_mean,0.1278059562347084,0.12138010598346588,0.13408091232925648
embedding_matrix,bul_50m,en_bul_b,frobenius_cultural_similarity,0.13451037325286866,0.13160591697692872,0.13744643058776856
embedding_matrix,bul_100m,en_bul_a,jaccard_at_k_mean,0.66363231673491,0.645568272175675,0.6810662954308828
embedding_matrix,bul_100m,en_bul_a,axis_abs_projection_diff_mean,0.12297477810405191,0.11611388333886859,0.1302371572554111
embedding_matrix,bul_100m,en_bul_a,frobenius_cultural_similarity,0.12984903699493408,0.1264100788116455,0.13321950149536133
embedding_matrix,bul_100m,en_bul_b,jaccard_at_k_mean,0.6717473790032775,0.6531573358156497,0.6894759094056169
embedding_matrix,bul_100m,en_bul_b,axis_abs_projection_diff_mean,0.1275953143621236,0.12099790761247273,0.13404017842188473
embedding_matrix,bul_100m,en_bul_b,frobenius_cultural_similarity,0.1350396623916626,0.1322241859436035,0.1381183807373047
pre_lmhead_contextual,bul_50m,en_bul_a,jaccard_at_k_mean,0.8759080204332895,0.8669429492608738,0.8847027454498203
pre_lmhead_contextual,bul_50m,en_bul_a,axis_abs_projection_diff_mean,3.393470183464289,2.911341928005218,3.9009909830093386
pre_lmhead_contextual,bul_50m,en_bul_a,frobenius_cultural_similarity,0.366969441192627,0.3532387184143066,0.3807762710571289
pre_lmhead_contextual,bul_50m,en_bul_b,jaccard_at_k_mean,0.8767037708318021,0.8682709132057936,0.8848405292522649
pre_lmhead_contextual,bul_50m,en_bul_b,axis_abs_projection_diff_mean,3.417127240132093,2.8894495409727097,3.977742338359354
pre_lmhead_contextual,bul_50m,en_bul_b,frobenius_cultural_similarity,0.36785203173828124,0.35188451919555663,0.3840403411865234
pre_lmhead_contextual,bul_100m,en_bul_a,jaccard_at_k_mean,0.8657631793937464,0.8556239945110053,0.8761729856567525
pre_lmhead_contextual,bul_100m,en_bul_a,axis_abs_projection_diff_mean,3.155666702669859,2.798317332744598,3.5389492999911303
pre_lmhead_contextual,bul_100m,en_bul_a,frobenius_cultural_similarity,0.41864806889343265,0.40476463851928707,0.43153482284545897
pre_lmhead_contextual,bul_100m,en_bul_b,jaccard_at_k_mean,0.8696442728573534,0.8598422661255122,0.8792390688430374
pre_lmhead_contextual,bul_100m,en_bul_b,axis_abs_projection_diff_mean,3.255134554902911,2.8334272839426995,3.6908345173001282
pre_lmhead_contextual,bul_100m,en_bul_b,frobenius_cultural_similarity,0.4176694455718994,0.40158107833862305,0.4334288009643555
contextual_over_embedding,bul_50m,en_bul_a,axis_ratio_contextual_over_embedding,27.735008789938377,23.441309302185136,32.212414634690646
contextual_over_embedding,bul_50m,en_bul_b,axis_ratio_contextual_over_embedding,26.74103246330674,22.587838636256848,31.532021481702838
contextual_over_embedding,bul_100m,en_bul_a,axis_ratio_contextual_over_embedding,25.66897656451351,22.41209800898314,29.116530883184765
contextual_over_embedding,bul_100m,en_bul_b,axis_ratio_contextual_over_embedding,25.467272979960693,22.09619402439065,29.166276804579685
