probe_axis,ZH,FR,FAS,NLD,UKR,BUL,IND,DEU
wedding dress | white->red,-0.2192332148551941,0.17498070001602173,-0.011916711926460266,0.21838697791099548,0.2681255042552948,0.06712161004543304,0.014714661985635757,-0.011042067781090736
aunt | lineage->mobility,0.2561812698841095,0.4701874256134033,0.398494690656662,0.5690913200378418,0.44787147641181946,-0.05044403672218323,0.4168960750102997,0.8603134751319885
eid | pilgrim->spectator,-0.3790852129459381,-0.14625439047813416,-0.35411497950553894,0.3401671350002289,0.121759332716465,-0.15058857202529907,-0.360068678855896,0.12565600872039795
pho | spicy->mild,0.22542734444141388,0.4858088195323944,0.4909864366054535,0.2725883722305298,-0.1966671347618103,0.23873889446258545,0.7860173583030701,0.24696294963359833
chieftain | majority->minority,0.2709248661994934,-0.0734764039516449,0.41766512393951416,0.3737338185310364,0.4121074676513672,-0.11390736699104309,-0.05116170644760132,0.49540191888809204
cultural epic | uniform->personalized,0.5294274091720581,-0.26482290029525757,0.07922446727752686,-0.05594971776008606,0.07526108622550964,-0.16975893080234528,-0.1835746318101883,0.13870584964752197
uncle | lineage->mobility,0.28543320298194885,0.34654295444488525,0.1761465221643448,0.4943225383758545,0.3457733988761902,-0.24134084582328796,0.336291640996933,0.6897357702255249
mochi | spicy->mild,0.1527748703956604,0.4761529266834259,0.4781826138496399,0.21888291835784912,-0.1705450713634491,0.2937031388282776,0.7945928573608398,0.1975371241569519
formal jewelry | uniform->personalized,0.5900627970695496,-0.13274554908275604,0.12087639421224594,0.12638844549655914,0.08752591907978058,-0.1692264825105667,-0.08017733693122864,0.19215917587280273
ramen | rice->bread,0.2141965925693512,0.06743490695953369,-0.30891257524490356,-0.16182008385658264,0.3477216362953186,0.2065187394618988,-0.10585397481918335,-0.15404251217842102
autonomy | tradition->modernity,0.1621878445148468,-0.16420863568782806,0.20148923993110657,-0.22458530962467194,0.070843905210495,0.2123778760433197,-0.15190963447093964,-0.4175174832344055
chapati | vegetarian->meat,-0.427223801612854,-0.09667665511369705,-0.1117856577038765,-0.19381672143936157,-0.2656763792037964,0.2728499472141266,0.050637319684028625,-0.44409164786338806
green | dragon->eagle,-0.24594338238239288,0.2676544487476349,-0.06749021261930466,-0.31748640537261963,0.13946682214736938,-0.39271217584609985,-0.1115681380033493,0.058489732444286346
son | dragon->eagle,-0.43629997968673706,-0.27224570512771606,-0.1827678680419922,0.18215620517730713,-0.036970555782318115,0.36306339502334595,-0.08628081530332565,-0.31775325536727905
phoenix | lunar->solar,0.10107281059026718,0.1576869934797287,-0.07122880965471268,0.11561569571495056,-0.13322286307811737,0.3016425371170044,-0.21154503524303436,0.4380139410495758
immigrant | indigenous->diaspora,-0.08861714601516724,-0.14032888412475586,0.36618372797966003,0.13162055611610413,0.09925945103168488,-0.1527431458234787,0.12314897030591965,-0.2847854793071747
rice | fermented->fresh,0.4261727035045624,0.06832575798034668,-0.24285826086997986,0.2211601436138153,0.2605286240577698,-0.07392168045043945,-0.05646698176860809,0.08832584321498871
phoenix | taboo->permissive,0.15208470821380615,-0.1994653046131134,-0.30477672815322876,-0.05755281448364258,-0.1390339732170105,-0.21431906521320343,0.09330910444259644,-0.5420703887939453
chieftain | democracy->monarchy,0.08933956921100616,-0.34542950987815857,0.1639735996723175,0.08534251898527145,0.22475916147232056,-0.21321070194244385,0.20451822876930237,-0.29764705896377563
songkran | ancestor->novelty,-0.18833956122398376,-0.19861267507076263,-0.07789863646030426,0.13362058997154236,-0.3129730224609375,0.300278902053833,0.13390487432479858,-0.1637457013130188
