repr_type,pair,metric,category,n_items,mean,std
embedding_matrix,en_50m__vs__en_fr_b,jaccard_divergence,social_identity,99,0.47957757832719905,0.3314622849530508
embedding_matrix,en_50m__vs__en_fr_b,jaccard_divergence,symbols_colors,97,0.6106172960029054,0.26067396791008307
embedding_matrix,en_50m__vs__en_fr_b,jaccard_divergence,values_norms,101,0.7140664636897353,0.22117913085231727
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,clothing_appearance,100,0.6614404285217144,0.2702481359880746
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,daily_customs,101,0.505339485122584,0.2985801740323499
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,family_kinship,101,0.6080639234771634,0.26283185577840307
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,festivals_holidays,100,0.6728307257223755,0.22137702039689747
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,food_cuisine,100,0.7479358419640385,0.3354224270200631
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,governance_law,100,0.6561953420869951,0.23427982813807605
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,religion_ritual,101,0.6599928429781082,0.27050108688838154
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,social_identity,99,0.48151258497121874,0.3314077111520028
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,symbols_colors,97,0.6385518673155574,0.2605994132161266
embedding_matrix,en_50m__vs__en_ind_a,jaccard_divergence,values_norms,101,0.6890192561643284,0.24344898267435477
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,clothing_appearance,100,0.6629271571488897,0.27327870528820003
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,daily_customs,101,0.49609406399668937,0.2998195336900363
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,family_kinship,101,0.6074363188102369,0.2735363900679566
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,festivals_holidays,100,0.6872793171283971,0.2125619744976797
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,food_cuisine,100,0.7235848162550007,0.3579198426747445
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,governance_law,100,0.6453825439779025,0.25046279315692116
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,religion_ritual,101,0.6509204342922615,0.2839420942214875
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,social_identity,99,0.4721728807092168,0.34532200463428264
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,symbols_colors,97,0.6070877714496734,0.2622593417928087
embedding_matrix,en_50m__vs__en_ind_b,jaccard_divergence,values_norms,101,0.6955888142829303,0.2346475234863132
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,clothing_appearance,100,0.645598255320915,0.2884704103569834
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,daily_customs,101,0.5070663979500192,0.29302085606113293
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,family_kinship,101,0.6296047843779699,0.2672582825129951
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,festivals_holidays,100,0.6782082516435048,0.20949220994439982
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,food_cuisine,100,0.7355540065645448,0.3415524750786644
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,governance_law,100,0.6218656626520762,0.2552248093283856
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,religion_ritual,101,0.644797429498238,0.29297644845165155
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,social_identity,99,0.4639278642319027,0.33913298564557404
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,symbols_colors,97,0.612591056742136,0.26451111308303454
embedding_matrix,en_50m__vs__en_nld_a,jaccard_divergence,values_norms,101,0.6866447717017117,0.23977055615797294
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,clothing_appearance,100,0.6551454849811295,0.27893137992163825
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,daily_customs,101,0.494720425618564,0.2931117651181716
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,family_kinship,101,0.6053468157490284,0.26890391854254064
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,festivals_holidays,100,0.6602347457288563,0.2206993266300273
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,food_cuisine,100,0.721012080023347,0.3542912293233062
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,governance_law,100,0.6443435116669574,0.24279400409815532
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,religion_ritual,101,0.6479074484784322,0.2846301152855683
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,social_identity,99,0.45981441834646125,0.3470495888082696
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,symbols_colors,97,0.593629140221074,0.2661593414011747
embedding_matrix,en_50m__vs__en_nld_b,jaccard_divergence,values_norms,101,0.7026716218967701,0.22567804494440094
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,clothing_appearance,100,0.6581965247459842,0.27439482779986735
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,daily_customs,101,0.5278546991841663,0.3016212391008162
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,family_kinship,101,0.6517061838333136,0.2650849528038652
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,festivals_holidays,100,0.7152916528022524,0.18114238997975693
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,food_cuisine,100,0.7366951967268353,0.34418016615692515
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,governance_law,100,0.6666452097863589,0.23784319913558835
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,religion_ritual,101,0.6764027816978372,0.2763215993241292
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,social_identity,99,0.521082350685042,0.319998193075214
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,symbols_colors,97,0.6716547592441596,0.24274883247393267
embedding_matrix,en_50m__vs__en_ukr_a,jaccard_divergence,values_norms,101,0.7337527771578021,0.2171857874080373
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,clothing_appearance,100,0.6467174715933449,0.26346040494284495
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,daily_customs,101,0.5063941643008337,0.30023917781381493
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,family_kinship,101,0.641098095639419,0.24704354414262492
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,festivals_holidays,100,0.6696860294768157,0.19531956393708771
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,food_cuisine,100,0.7218645191389377,0.3373174226019074
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,governance_law,100,0.6533747484870227,0.24024988661196034
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,religion_ritual,101,0.6619617000811886,0.26793113655554596
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,social_identity,99,0.49635053702392706,0.3246739296320654
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,symbols_colors,97,0.6203237077157955,0.2536668537823619
embedding_matrix,en_50m__vs__en_ukr_b,jaccard_divergence,values_norms,101,0.7132261019651116,0.22711500783964558
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,clothing_appearance,100,0.6694024704077783,0.27138113200699976
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,daily_customs,101,0.5633508853223442,0.29187964089706636
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,family_kinship,101,0.6729358034439538,0.24395198200566418
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,festivals_holidays,100,0.719299905836372,0.1846791173241303
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,food_cuisine,100,0.7612144386439986,0.32818403531259305
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,governance_law,100,0.6924521900315728,0.21535109477122136
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,religion_ritual,101,0.6764027852876063,0.2782973810530069
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,social_identity,99,0.5191489165646668,0.3168766719480719
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,symbols_colors,97,0.6769146714153289,0.2422953297079627
embedding_matrix,en_50m__vs__en_zh_a,jaccard_divergence,values_norms,101,0.7203995225811305,0.22674905190551464
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,clothing_appearance,100,0.6862123010955297,0.24137800569881968
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,daily_customs,101,0.5447163003658547,0.2951763398744994
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,family_kinship,101,0.6828570719957582,0.24736265502937768
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,festivals_holidays,100,0.7076038811271359,0.19393401247076905
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,food_cuisine,100,0.7551773857923584,0.33170231402394157
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,governance_law,100,0.6653897486230584,0.23821059663022864
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,religion_ritual,101,0.6662089799716879,0.2767651761575325
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,social_identity,99,0.5280623269419604,0.32340262704351225
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,symbols_colors,97,0.6887369745912503,0.24300019464469555
embedding_matrix,en_50m__vs__en_zh_b,jaccard_divergence,values_norms,101,0.7494050663449031,0.21969221740023484
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,clothing_appearance,100,0.7847436812973803,0.15386593397030884
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,daily_customs,101,0.7797917255228888,0.16932784204642043
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,family_kinship,101,0.7570850362842643,0.17677719817018095
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,festivals_holidays,100,0.8318081198536658,0.12422922436458028
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,food_cuisine,100,0.8206302414844252,0.15423226875336302
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,governance_law,100,0.7343764900574052,0.22705939170598696
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,religion_ritual,101,0.7583650443469769,0.22267534102028053
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,social_identity,99,0.7151622697923199,0.21846786047438507
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,symbols_colors,97,0.8131339041471995,0.14173325808051263
pre_lmhead_contextual,en_100m__vs__en_bul_a,jaccard_divergence,values_norms,101,0.7267360521816719,0.255174163024073
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,clothing_appearance,100,0.7840613107994957,0.144591300040427
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,daily_customs,101,0.7823799914214535,0.16175311997134673
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,family_kinship,101,0.7578246334321046,0.1838881739565851
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,festivals_holidays,100,0.824085302120343,0.13782500546433415
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,food_cuisine,100,0.8295077687617968,0.16970188426044938
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,governance_law,100,0.7864113115934682,0.1764913256241729
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,religion_ritual,101,0.7739419995058506,0.18597954572229997
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,social_identity,99,0.7069044386088362,0.2220466951769284
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,symbols_colors,97,0.7935347929207129,0.1469252233312675
pre_lmhead_contextual,en_100m__vs__en_bul_b,jaccard_divergence,values_norms,101,0.7525655401467686,0.22860461473933724
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,clothing_appearance,100,0.7891408006641122,0.15430424650225236
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,daily_customs,101,0.7986922072415449,0.1533623591172077
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,family_kinship,101,0.7639238890748552,0.1807521481145036
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,festivals_holidays,100,0.8477613569171154,0.11149513140310241
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,food_cuisine,100,0.8678885286052512,0.15085976105954751
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,governance_law,100,0.72552030462211,0.2269399621974331
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,religion_ritual,101,0.7735470984545945,0.2160454180499147
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,social_identity,99,0.7349609539772722,0.20311036284339093
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,symbols_colors,97,0.8303241892539952,0.13478283126569984
pre_lmhead_contextual,en_100m__vs__en_deu_a,jaccard_divergence,values_norms,101,0.7412927801343054,0.23991979407015043
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,clothing_appearance,100,0.8072345427798104,0.15092057367603606
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,daily_customs,101,0.8273425534776624,0.1423491628195806
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,family_kinship,101,0.7808676025603105,0.17018299862023076
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,festivals_holidays,100,0.8203731224285992,0.1318789711472014
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,food_cuisine,100,0.844202102664178,0.14681694880333784
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,governance_law,100,0.7402686245834462,0.21924791860716747
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,religion_ritual,101,0.7711482232243309,0.2120266918397093
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,social_identity,99,0.7581520894874294,0.17748808622598533
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,symbols_colors,97,0.8164925463630327,0.1432613515118723
pre_lmhead_contextual,en_100m__vs__en_deu_b,jaccard_divergence,values_norms,101,0.7742015439147392,0.21236013272277676
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,clothing_appearance,100,0.8009834448975038,0.14204259522237636
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,daily_customs,101,0.8267505787367354,0.1419028172183288
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,family_kinship,101,0.7687106766502406,0.1788645342917488
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,festivals_holidays,100,0.8427469421240132,0.13892027535435697
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,food_cuisine,100,0.8550116343846769,0.16382353399906607
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,governance_law,100,0.773290479526973,0.21767808324228774
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,religion_ritual,101,0.7895380775674797,0.1796269757371569
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,social_identity,99,0.7726234222198267,0.17145369927074605
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,symbols_colors,97,0.838442052543224,0.13107897898077156
pre_lmhead_contextual,en_100m__vs__en_fas_a,jaccard_divergence,values_norms,101,0.7423652214444866,0.2414286962341018
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,clothing_appearance,100,0.8115542113611961,0.1337791941345866
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,daily_customs,101,0.8085954599322818,0.13981359785551709
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,family_kinship,101,0.7643994478360775,0.17929681342396134
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,festivals_holidays,100,0.8387477516650182,0.11333957710265069
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,food_cuisine,100,0.8668024630546646,0.12952429295741386
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,governance_law,100,0.7751683832612086,0.20031761865902709
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,religion_ritual,101,0.7700384646444676,0.21102869129125537
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,social_identity,99,0.7441785416973505,0.21870798072742778
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,symbols_colors,97,0.853796049035829,0.12285498372061487
pre_lmhead_contextual,en_100m__vs__en_fas_b,jaccard_divergence,values_norms,101,0.77953564369484,0.2096871138821201
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,clothing_appearance,100,0.7887559850319686,0.1504483141850412
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,daily_customs,101,0.7882539997910907,0.1584043705547889
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,family_kinship,101,0.7493218770933167,0.19142137544506893
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,festivals_holidays,100,0.8322077154859024,0.11859529108378773
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,food_cuisine,100,0.8318291170632466,0.15256632319897134
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,governance_law,100,0.709392096629696,0.2380635241020459
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,religion_ritual,101,0.7131920849444215,0.26094264454857996
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,social_identity,99,0.7391608453172659,0.20685945660430158
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,symbols_colors,97,0.8303107252993711,0.13038248599606123
pre_lmhead_contextual,en_100m__vs__en_fr_a,jaccard_divergence,values_norms,101,0.7918541053653955,0.1842571556276972
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,clothing_appearance,100,0.7822764691378012,0.15786602085080204
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,daily_customs,101,0.7477769616669051,0.1838799456725821
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,family_kinship,101,0.7529144597096,0.18023305065895495
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,festivals_holidays,100,0.8346459821456287,0.11350434670081859
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,food_cuisine,100,0.8340255971010124,0.16539252312259617
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,governance_law,100,0.7265502278553849,0.2174109407192564
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,religion_ritual,101,0.7337583817589547,0.23630195827703887
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,social_identity,99,0.6873825357573373,0.23262937545359297
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,symbols_colors,97,0.790765518539448,0.14428053724021828
pre_lmhead_contextual,en_100m__vs__en_fr_b,jaccard_divergence,values_norms,101,0.7468038729009254,0.22219552407278528
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,clothing_appearance,100,0.8227922228175957,0.12457126471085517
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,daily_customs,101,0.805546611368576,0.11775920024457827
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,family_kinship,101,0.7616726510028415,0.18476007846960218
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,festivals_holidays,100,0.8473280601594506,0.10363925665300838
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,food_cuisine,100,0.8583362022732912,0.13206178123614887
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,governance_law,100,0.7234899158929022,0.23795585265191097
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,religion_ritual,101,0.7277742669458788,0.28198483249728956
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,social_identity,99,0.7154067604134206,0.2242819236212036
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,symbols_colors,97,0.809138666588053,0.1419163862205856
pre_lmhead_contextual,en_100m__vs__en_ind_a,jaccard_divergence,values_norms,101,0.7775764699952137,0.20704877641273764
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,clothing_appearance,100,0.8078928042166297,0.13305649744736228
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,daily_customs,101,0.7832790405776568,0.1346070393173728
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,family_kinship,101,0.7815822572226353,0.16994437112422683
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,festivals_holidays,100,0.8398160313805592,0.09378847554881764
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,food_cuisine,100,0.8561062015227747,0.1319130644787536
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,governance_law,100,0.7431156778145772,0.21642085513556003
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,religion_ritual,101,0.7369403256849584,0.25823902894385514
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,social_identity,99,0.7289995375630318,0.21056769971068248
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,symbols_colors,97,0.821152086224119,0.14361583839800418
pre_lmhead_contextual,en_100m__vs__en_ind_b,jaccard_divergence,values_norms,101,0.7564801286804277,0.21793783169518913
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,clothing_appearance,100,0.8048929608746381,0.13076641096160938
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,daily_customs,101,0.7617815056886184,0.19456102592555488
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,family_kinship,101,0.7569082059665276,0.19539691938473663
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,festivals_holidays,100,0.845493438776038,0.11285514373380061
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,food_cuisine,100,0.8488473917745716,0.15509675050686475
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,governance_law,100,0.7124819042265331,0.23395255336993004
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,religion_ritual,101,0.7879190121207534,0.2012204639479001
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,social_identity,99,0.7311732011883496,0.21412090686343543
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,symbols_colors,97,0.8138339809424916,0.13343961509041746
pre_lmhead_contextual,en_100m__vs__en_nld_a,jaccard_divergence,values_norms,101,0.7197907134884698,0.2528880441855299
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,clothing_appearance,100,0.7979293914636435,0.14656837580760979
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,daily_customs,101,0.7596724681876678,0.17431712415360764
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,family_kinship,101,0.7433050679665597,0.19383429463537374
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,festivals_holidays,100,0.8333109110836127,0.11890756243188141
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,food_cuisine,100,0.8310931385771037,0.14478389144754808
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,governance_law,100,0.7179103681292571,0.23010203295806675
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,religion_ritual,101,0.7313346260605211,0.2570758757522891
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,social_identity,99,0.6839266088209359,0.23566692573031892
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,symbols_colors,97,0.8016358712407105,0.1351542694410796
pre_lmhead_contextual,en_100m__vs__en_nld_b,jaccard_divergence,values_norms,101,0.7542054755508342,0.21667402612541312
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,clothing_appearance,100,0.8187611005127302,0.13298249594614203
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,daily_customs,101,0.8032387257728111,0.14867533095964142
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,family_kinship,101,0.7680118102965036,0.17547238154886863
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,festivals_holidays,100,0.8260471369308792,0.13329275707254093
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,food_cuisine,100,0.8527154672003294,0.1403761323767933
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,governance_law,100,0.743075085146963,0.22251676250087776
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,religion_ritual,101,0.8035146353951587,0.17167539546595675
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,social_identity,99,0.7618939810422469,0.18182852814513392
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,symbols_colors,97,0.8395747360008134,0.12794533457110704
pre_lmhead_contextual,en_100m__vs__en_ukr_a,jaccard_divergence,values_norms,101,0.7383310934795195,0.25179198289036175
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,clothing_appearance,100,0.775862238235025,0.1631826178569491
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,daily_customs,101,0.7608641763754411,0.1879064381067187
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,family_kinship,101,0.7529538432218864,0.18245114113689256
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,festivals_holidays,100,0.8079512391259557,0.14610854793854625
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,food_cuisine,100,0.8490693641572504,0.11778385173347969
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,governance_law,100,0.7252578235096334,0.23265554309684824
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,religion_ritual,101,0.7971721764726267,0.15999310731937547
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,social_identity,99,0.7470460895839844,0.19469330905129767
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,symbols_colors,97,0.7918694947715693,0.15537390472768364
pre_lmhead_contextual,en_100m__vs__en_ukr_b,jaccard_divergence,values_norms,101,0.7309272871968957,0.24343342792116998
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,clothing_appearance,100,0.8315725351675005,0.13267516356612413
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,daily_customs,101,0.8384901008610786,0.1272635615022676
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,family_kinship,101,0.7708818871274549,0.20405495402491322
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,festivals_holidays,100,0.863862043980561,0.10847225906409783
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,food_cuisine,100,0.8590757059097187,0.16600741384457643
pre_lmhead_contextual,en_100m__vs__en_zh_a,jaccard_divergence,governance_law,100,0.8300673638932072,0.15000452294213912
