baseline,language,model_b,repr_type,subset_size,draw,jaccard_at_k_mean,frobenius_cultural_similarity,axis_abs_projection_diff_mean,anchor_residual_per_anchor
en_100m,FAS,en_fas_a,embedding_matrix,1000,4,0.6704046578510177,0.14057846069335939,0.16776699125766753,0.06872391510009766
en_100m,FAS,en_fas_a,embedding_matrix,2000,0,0.6704046578510177,0.14057846069335939,0.1677669695019722,0.053543766021728514
en_100m,FAS,en_fas_a,embedding_matrix,2000,1,0.6704046578510177,0.14057846069335939,0.1677669757604599,0.053438499450683595
en_100m,FAS,en_fas_a,embedding_matrix,2000,2,0.6704046578510177,0.14057846069335939,0.16776697516441344,0.05351291656494141
en_100m,FAS,en_fas_a,embedding_matrix,2000,3,0.6704046578510177,0.14057846069335939,0.16776698261499404,0.05335786437988281
en_100m,FAS,en_fas_a,embedding_matrix,2000,4,0.6704046578510177,0.14057846069335939,0.167766994535923,0.05361700439453125
en_100m,FAS,en_fas_a,embedding_matrix,3000,0,0.6704046578510177,0.14057846069335939,0.16776698857545852,0.045398956298828126
en_100m,FAS,en_fas_a,embedding_matrix,3000,1,0.6704046578510177,0.14057846069335939,0.16776698857545852,0.045398956298828126
en_100m,FAS,en_fas_a,embedding_matrix,3000,2,0.6704046578510177,0.14057846069335939,0.16776698857545852,0.045398956298828126
en_100m,FAS,en_fas_a,embedding_matrix,3000,3,0.6704046578510177,0.14057846069335939,0.16776698857545852,0.045398956298828126
en_100m,FAS,en_fas_a,embedding_matrix,3000,4,0.6704046578510177,0.14057846069335939,0.16776698857545852,0.045398956298828126
en_100m,FR,en_fr_a,embedding_matrix,500,0,0.6229817955689783,0.1067173843383789,0.1438962300121784,0.07794642639160156
en_100m,FR,en_fr_a,embedding_matrix,500,1,0.6229817955689783,0.1067173843383789,0.14389623925089837,0.07837097930908203
en_100m,FR,en_fr_a,embedding_matrix,500,2,0.6229817955689783,0.1067173843383789,0.14389623552560807,0.07814688873291016
en_100m,FR,en_fr_a,embedding_matrix,500,3,0.6229817955689783,0.1067173843383789,0.14389624208211899,0.07850651550292968
en_100m,FR,en_fr_a,embedding_matrix,500,4,0.6229817955689783,0.1067173843383789,0.1438962388038635,0.0783421859741211
en_100m,FR,en_fr_a,embedding_matrix,1000,0,0.6229817955689783,0.1067173843383789,0.14389624401926995,0.06495003509521484
en_100m,FR,en_fr_a,embedding_matrix,1000,1,0.6229817955689783,0.1067173843383789,0.1438962195813656,0.06490119934082031
en_100m,FR,en_fr_a,embedding_matrix,1000,2,0.6229817955689783,0.10671737670898437,0.1438962285220623,0.06505121612548828
en_100m,FR,en_fr_a,embedding_matrix,1000,3,0.6229817955689783,0.1067173843383789,0.14389624819159508,0.06447709655761719
en_100m,FR,en_fr_a,embedding_matrix,1000,4,0.6229817955689783,0.10671736907958984,0.14389621436595917,0.06496202087402343
en_100m,FR,en_fr_a,embedding_matrix,2000,0,0.6229817955689783,0.1067173843383789,0.1438962462544441,0.05132845687866211
en_100m,FR,en_fr_a,embedding_matrix,2000,1,0.6229817955689783,0.1067173843383789,0.14389624580740928,0.05126509094238281
en_100m,FR,en_fr_a,embedding_matrix,2000,2,0.6229817955689783,0.10671737670898437,0.1438962323963642,0.051281360626220705
en_100m,FR,en_fr_a,embedding_matrix,2000,3,0.6229817955689783,0.10671736907958984,0.14389623478055,0.05119078063964844
en_100m,FR,en_fr_a,embedding_matrix,2000,4,0.6229817955689783,0.1067173843383789,0.1438962398469448,0.051310447692871096
en_100m,FR,en_fr_a,embedding_matrix,3000,0,0.6229817955689783,0.1067173843383789,0.14389623939990998,0.04374689737955729
en_100m,FR,en_fr_a,embedding_matrix,3000,1,0.6229817955689783,0.1067173843383789,0.14389623939990998,0.04374689737955729
en_100m,FR,en_fr_a,embedding_matrix,3000,2,0.6229817955689783,0.1067173843383789,0.14389623939990998,0.04374689737955729
en_100m,FR,en_fr_a,embedding_matrix,3000,3,0.6229817955689783,0.1067173843383789,0.14389623939990998,0.04374689737955729
en_100m,FR,en_fr_a,embedding_matrix,3000,4,0.6229817955689783,0.1067173843383789,0.14389623939990998,0.04374689737955729
en_100m,IND,en_ind_a,embedding_matrix,500,0,0.6339393442367414,0.11320645141601562,0.1486925147473812,0.08018620300292968
en_100m,IND,en_ind_a,embedding_matrix,500,1,0.6339393442367414,0.11320645141601562,0.14869251146912574,0.07913261413574219
en_100m,IND,en_ind_a,embedding_matrix,500,2,0.6339393442367414,0.11320644378662109,0.14869249880313873,0.07968262481689453
en_100m,IND,en_ind_a,embedding_matrix,500,3,0.6339393442367414,0.11320644378662109,0.14869250982999802,0.07905350494384765
en_100m,IND,en_ind_a,embedding_matrix,500,4,0.6339393442367414,0.11320645141601562,0.148692514449358,0.07951551055908203
en_100m,IND,en_ind_a,embedding_matrix,1000,0,0.6339393442367414,0.11320644378662109,0.1486925096809864,0.0651855697631836
en_100m,IND,en_ind_a,embedding_matrix,1000,1,0.6339393442367414,0.11320644378662109,0.14869250431656839,0.06511229705810546
en_100m,IND,en_ind_a,embedding_matrix,1000,2,0.6339393442367414,0.11320645141601562,0.148692514449358,0.06526502227783203
en_100m,IND,en_ind_a,embedding_matrix,1000,3,0.6339393442367414,0.11320645141601562,0.1486925131082535,0.06503620910644531
en_100m,IND,en_ind_a,embedding_matrix,1000,4,0.6339393442367414,0.11320643615722656,0.14869248479604721,0.06520186614990234
en_100m,IND,en_ind_a,embedding_matrix,2000,0,0.6339393442367414,0.11320644378662109,0.1486925046145916,0.0511024169921875
en_100m,IND,en_ind_a,embedding_matrix,2000,1,0.6339393442367414,0.11320645141601562,0.14869250431656839,0.05113629913330078
en_100m,IND,en_ind_a,embedding_matrix,2000,2,0.6339393442367414,0.11320644378662109,0.14869249358773232,0.051292659759521485
en_100m,IND,en_ind_a,embedding_matrix,2000,3,0.6339393442367414,0.11320644378662109,0.14869251027703284,0.05126531219482422
en_100m,IND,en_ind_a,embedding_matrix,2000,4,0.6339393442367414,0.11320644378662109,0.14869250252842903,0.05116535186767578
en_100m,IND,en_ind_a,embedding_matrix,3000,0,0.6339393442367414,0.11320645141601562,0.14869251891970633,0.043567743937174476
en_100m,IND,en_ind_a,embedding_matrix,3000,1,0.6339393442367414,0.11320645141601562,0.14869251891970633,0.043567743937174476
en_100m,IND,en_ind_a,embedding_matrix,3000,2,0.6339393442367414,0.11320645141601562,0.14869251891970633,0.043567743937174476
en_100m,IND,en_ind_a,embedding_matrix,3000,3,0.6339393442367414,0.11320645141601562,0.14869251891970633,0.043567743937174476
en_100m,IND,en_ind_a,embedding_matrix,3000,4,0.6339393442367414,0.11320645141601562,0.14869251891970633,0.043567743937174476
en_100m,NLD,en_nld_a,embedding_matrix,500,0,0.635340351094283,0.11584523010253907,0.15150564551353454,0.08094015502929687
en_100m,NLD,en_nld_a,embedding_matrix,500,1,0.635340351094283,0.11584523773193359,0.15150566145777702,0.08009679412841797
en_100m,NLD,en_nld_a,embedding_matrix,500,2,0.635340351094283,0.11584523010253907,0.1515056410431862,0.08117687225341796
en_100m,NLD,en_nld_a,embedding_matrix,500,3,0.635340351094283,0.11584524536132812,0.1515056671202183,0.080483642578125
en_100m,NLD,en_nld_a,embedding_matrix,500,4,0.635340351094283,0.11584523773193359,0.15150566011667252,0.08093020629882812
en_100m,NLD,en_nld_a,embedding_matrix,1000,0,0.635340351094283,0.11584523010253907,0.1515056473016739,0.06576321411132813
en_100m,NLD,en_nld_a,embedding_matrix,1000,1,0.635340351094283,0.11584524536132812,0.15150566279888153,0.06583967590332031
en_100m,NLD,en_nld_a,embedding_matrix,1000,2,0.635340351094283,0.11584523773193359,0.15150566756725312,0.06591297149658203
en_100m,NLD,en_nld_a,embedding_matrix,1000,3,0.635340351094283,0.11584523773193359,0.15150565698742866,0.06590499114990235
en_100m,NLD,en_nld_a,embedding_matrix,1000,4,0.635340351094283,0.11584523773193359,0.151505656093359,0.06583641815185547
en_100m,NLD,en_nld_a,embedding_matrix,2000,0,0.635340351094283,0.11584523773193359,0.1515056572854519,0.05167891693115234
en_100m,NLD,en_nld_a,embedding_matrix,2000,1,0.635340351094283,0.11584523010253907,0.15150564894080162,0.05162957000732422
en_100m,NLD,en_nld_a,embedding_matrix,2000,2,0.635340351094283,0.11584524536132812,0.1515056771039963,0.05168974685668945
en_100m,NLD,en_nld_a,embedding_matrix,2000,3,0.635340351094283,0.11584525299072265,0.15150566905736923,0.05164556503295899
en_100m,NLD,en_nld_a,embedding_matrix,2000,4,0.635340351094283,0.11584523773193359,0.15150565028190613,0.051606689453125
en_100m,NLD,en_nld_a,embedding_matrix,3000,0,0.635340351094283,0.11584523010253907,0.15150566130876542,0.04392852274576823
en_100m,NLD,en_nld_a,embedding_matrix,3000,1,0.635340351094283,0.11584523010253907,0.15150566130876542,0.04392852274576823
en_100m,NLD,en_nld_a,embedding_matrix,3000,2,0.635340351094283,0.11584523010253907,0.15150566130876542,0.04392852274576823
en_100m,NLD,en_nld_a,embedding_matrix,3000,3,0.635340351094283,0.11584523010253907,0.15150566130876542,0.04392852274576823
en_100m,NLD,en_nld_a,embedding_matrix,3000,4,0.635340351094283,0.11584523010253907,0.15150566130876542,0.04392852274576823
en_100m,UKR,en_ukr_a,embedding_matrix,500,0,0.6661998076023952,0.14318673706054688,0.1671655023097992,0.08452259826660156
en_100m,UKR,en_ukr_a,embedding_matrix,500,1,0.6661998076023952,0.14318673706054688,0.16716550707817077,0.08365267181396484
en_100m,UKR,en_ukr_a,embedding_matrix,500,2,0.6661998076023952,0.14318673706054688,0.1671655085682869,0.08378148651123046
en_100m,UKR,en_ukr_a,embedding_matrix,500,3,0.6661998076023952,0.14318673706054688,0.16716549634933472,0.08339375305175781
en_100m,UKR,en_ukr_a,embedding_matrix,500,4,0.6661998076023952,0.14318673706054688,0.16716550290584564,0.082638427734375
en_100m,UKR,en_ukr_a,embedding_matrix,1000,0,0.6661998076023952,0.14318673706054688,0.16716550618410111,0.06792076110839844
en_100m,UKR,en_ukr_a,embedding_matrix,1000,1,0.6661998076023952,0.14318673706054688,0.16716551333665847,0.06750283050537109
en_100m,UKR,en_ukr_a,embedding_matrix,1000,2,0.6661998076023952,0.14318673706054688,0.16716550618410111,0.06731169891357422
en_100m,UKR,en_ukr_a,embedding_matrix,1000,3,0.6661998076023952,0.14318673706054688,0.167165507376194,0.06726835632324218
en_100m,UKR,en_ukr_a,embedding_matrix,1000,4,0.6661998076023952,0.14318673706054688,0.16716550171375275,0.06779734039306641
en_100m,UKR,en_ukr_a,embedding_matrix,2000,0,0.6661998076023952,0.14318673706054688,0.16716550946235656,0.05285404205322266
en_100m,UKR,en_ukr_a,embedding_matrix,2000,1,0.6661998076023952,0.14318673706054688,0.16716549634933472,0.05274301528930664
en_100m,UKR,en_ukr_a,embedding_matrix,2000,2,0.6661998076023952,0.14318673706054688,0.16716551095247267,0.052749393463134765
en_100m,UKR,en_ukr_a,embedding_matrix,2000,3,0.6661998076023952,0.14318673706054688,0.16716550678014755,0.052651405334472656
en_100m,UKR,en_ukr_a,embedding_matrix,2000,4,0.6661998076023952,0.14318673706054688,0.16716551750898362,0.05278232192993164
en_100m,UKR,en_ukr_a,embedding_matrix,3000,0,0.6661998076023952,0.14318673706054688,0.16716550141572953,0.04482866923014323
en_100m,UKR,en_ukr_a,embedding_matrix,3000,1,0.6661998076023952,0.14318673706054688,0.16716550141572953,0.04482866923014323
en_100m,UKR,en_ukr_a,embedding_matrix,3000,2,0.6661998076023952,0.14318673706054688,0.16716550141572953,0.04482866923014323
en_100m,UKR,en_ukr_a,embedding_matrix,3000,3,0.6661998076023952,0.14318673706054688,0.16716550141572953,0.04482866923014323
en_100m,UKR,en_ukr_a,embedding_matrix,3000,4,0.6661998076023952,0.14318673706054688,0.16716550141572953,0.04482866923014323
en_100m,ZH,en_zh_a,embedding_matrix,500,0,0.6704815870657592,0.14489886474609376,0.16755909383296966,0.08541838073730469
en_100m,ZH,en_zh_a,embedding_matrix,500,1,0.6704815870657592,0.14489886474609376,0.16755909219384194,0.08447934722900391
en_100m,ZH,en_zh_a,embedding_matrix,500,2,0.6704815870657592,0.14489888000488282,0.16755908563733102,0.0844185562133789
en_100m,ZH,en_zh_a,embedding_matrix,500,3,0.6704815870657592,0.14489886474609376,0.16755908280611037,0.08458417510986328
en_100m,ZH,en_zh_a,embedding_matrix,500,4,0.6704815870657592,0.14489886474609376,0.16755908116698265,0.08476878356933594
en_100m,ZH,en_zh_a,embedding_matrix,1000,0,0.6704815870657592,0.14489886474609376,0.16755909323692322,0.06874210357666016
en_100m,ZH,en_zh_a,embedding_matrix,1000,1,0.6704815870657592,0.14489886474609376,0.16755909085273743,0.06836683654785156
en_100m,ZH,en_zh_a,embedding_matrix,1000,2,0.6704815870657592,0.14489886474609376,0.16755908712744713,0.0686427001953125
en_100m,ZH,en_zh_a,embedding_matrix,1000,3,0.6704815870657592,0.14489886474609376,0.16755909338593483,0.0683852310180664
en_100m,ZH,en_zh_a,embedding_matrix,1000,4,0.6704815870657592,0.14489886474609376,0.16755907148122787,0.06844810485839843
en_100m,ZH,en_zh_a,embedding_matrix,2000,0,0.6704815870657592,0.14489886474609376,0.16755908042192458,0.05334175109863281
en_100m,ZH,en_zh_a,embedding_matrix,2000,1,0.6704815870657592,0.14489886474609376,0.16755909457802773,0.05328863525390625
en_100m,ZH,en_zh_a,embedding_matrix,2000,2,0.6704815870657592,0.14489886474609376,0.16755909457802773,0.05324477005004883
en_100m,ZH,en_zh_a,embedding_matrix,2000,3,0.6704815870657592,0.14489886474609376,0.16755909577012063,0.05329439926147461
en_100m,ZH,en_zh_a,embedding_matrix,2000,4,0.6704815870657592,0.14489886474609376,0.16755907624959945,0.05330434036254883
en_100m,ZH,en_zh_a,embedding_matrix,3000,0,0.6704815870657592,0.14489886474609376,0.16755909129977226,0.045291549682617185
en_100m,ZH,en_zh_a,embedding_matrix,3000,1,0.6704815870657592,0.14489886474609376,0.16755909129977226,0.045291549682617185
en_100m,ZH,en_zh_a,embedding_matrix,3000,2,0.6704815870657592,0.14489886474609376,0.16755909129977226,0.045291549682617185
en_100m,ZH,en_zh_a,embedding_matrix,3000,3,0.6704815870657592,0.14489886474609376,0.16755909129977226,0.045291549682617185
en_100m,ZH,en_zh_a,embedding_matrix,3000,4,0.6704815870657592,0.14489886474609376,0.16755909129977226,0.045291549682617185
en_100m,BUL,en_bul_a,pre_lmhead_contextual,500,0,0.7720506703729215,0.18979763793945312,3.4700235414505003,0.4970782470703125
en_100m,BUL,en_bul_a,pre_lmhead_contextual,500,1,0.7720506703729215,0.18979766845703125,3.4700243926048278,0.49271612548828125
en_100m,BUL,en_bul_a,pre_lmhead_contextual,500,2,0.7720506703729215,0.18979763793945312,3.4700223708152773,0.4915760498046875
en_100m,BUL,en_bul_a,pre_lmhead_contextual,500,3,0.7720506703729215,0.18979763793945312,3.4700239062309266,0.4906629943847656
en_100m,BUL,en_bul_a,pre_lmhead_contextual,500,4,0.7720506703729215,0.189797607421875,3.470023295879364,0.49009463500976563
en_100m,BUL,en_bul_a,pre_lmhead_contextual,1000,0,0.7720506703729215,0.189797607421875,3.4700231528282166,0.36132815551757813
en_100m,BUL,en_bul_a,pre_lmhead_contextual,1000,1,0.7720506703729215,0.189797607421875,3.470024092197418,0.3596327209472656
en_100m,BUL,en_bul_a,pre_lmhead_contextual,1000,2,0.7720506703729215,0.189797607421875,3.4700230097770692,0.36227618408203127
en_100m,BUL,en_bul_a,pre_lmhead_contextual,1000,3,0.7720506703729215,0.18979766845703125,3.470023684501648,0.3597703552246094
en_100m,BUL,en_bul_a,pre_lmhead_contextual,1000,4,0.7720506703729215,0.18979763793945312,3.4700236439704897,0.3603008117675781
en_100m,BUL,en_bul_a,pre_lmhead_contextual,2000,0,0.7720506703729215,0.18979762268066405,3.4700230073928835,0.26286734008789064
en_100m,BUL,en_bul_a,pre_lmhead_contextual,2000,1,0.7720506703729215,0.189797607421875,3.470022988319397,0.2628813781738281
en_100m,BUL,en_bul_a,pre_lmhead_contextual,2000,2,0.7720506703729215,0.1897977294921875,3.470024514198303,0.26169732666015627
en_100m,BUL,en_bul_a,pre_lmhead_contextual,2000,3,0.7720506703729215,0.189797607421875,3.470022909641266,0.2614225158691406
en_100m,BUL,en_bul_a,pre_lmhead_contextual,2000,4,0.7720506703729215,0.189797607421875,3.4700231552124023,0.26053204345703124
en_100m,BUL,en_bul_a,pre_lmhead_contextual,3000,0,0.7720506703729215,0.18979754638671875,3.470021417140961,0.21558565266927082
en_100m,BUL,en_bul_a,pre_lmhead_contextual,3000,1,0.7720506703729215,0.18979754638671875,3.470021417140961,0.21558565266927082
en_100m,BUL,en_bul_a,pre_lmhead_contextual,3000,2,0.7720506703729215,0.18979754638671875,3.470021417140961,0.21558565266927082
en_100m,BUL,en_bul_a,pre_lmhead_contextual,3000,3,0.7720506703729215,0.18979754638671875,3.470021417140961,0.21558565266927082
en_100m,BUL,en_bul_a,pre_lmhead_contextual,3000,4,0.7720506703729215,0.18979754638671875,3.470021417140961,0.21558565266927082
en_100m,DEU,en_deu_a,pre_lmhead_contextual,500,0,0.7871567333476817,0.1336478576660156,3.616766402721405,0.4810013427734375
en_100m,DEU,en_deu_a,pre_lmhead_contextual,500,1,0.7871567333476817,0.13364787292480468,3.616766324043274,0.4701038818359375
en_100m,DEU,en_deu_a,pre_lmhead_contextual,500,2,0.7871567333476817,0.13364784240722657,3.616766607761383,0.4727603759765625
en_100m,DEU,en_deu_a,pre_lmhead_contextual,500,3,0.7871567333476817,0.13364794921875,3.6167683148384095,0.4729411010742188
en_100m,DEU,en_deu_a,pre_lmhead_contextual,500,4,0.7871567333476817,0.13364784240722657,3.616765253543854,0.47351708984375
en_100m,DEU,en_deu_a,pre_lmhead_contextual,1000,0,0.7871567333476817,0.1336479034423828,3.616767158508301,0.34960479736328126
en_100m,DEU,en_deu_a,pre_lmhead_contextual,1000,1,0.7871567333476817,0.13364787292480468,3.6167667055130006,0.3495513000488281
en_100m,DEU,en_deu_a,pre_lmhead_contextual,1000,2,0.7871567333476817,0.13364787292480468,3.616766023635864,0.35057113647460936
en_100m,DEU,en_deu_a,pre_lmhead_contextual,1000,3,0.7871567333476817,0.13364788818359374,3.6167674684524536,0.346168701171875
en_100m,DEU,en_deu_a,pre_lmhead_contextual,1000,4,0.7871567333476817,0.13364788818359374,3.616767177581787,0.34585684204101563
en_100m,DEU,en_deu_a,pre_lmhead_contextual,2000,0,0.7871567333476817,0.1336479034423828,3.6167675828933716,0.2524240264892578
en_100m,DEU,en_deu_a,pre_lmhead_contextual,2000,1,0.7871567333476817,0.1336479034423828,3.6167672157287596,0.25247079467773437
en_100m,DEU,en_deu_a,pre_lmhead_contextual,2000,2,0.7871567333476817,0.13364791870117188,3.616767072677612,0.2523741455078125
en_100m,DEU,en_deu_a,pre_lmhead_contextual,2000,3,0.7871567333476817,0.13364788818359374,3.616767044067383,0.2532719421386719
en_100m,DEU,en_deu_a,pre_lmhead_contextual,2000,4,0.7871567333476817,0.13364787292480468,3.6167659854888914,0.25356991577148436
en_100m,DEU,en_deu_a,pre_lmhead_contextual,3000,0,0.7871567333476817,0.1336478576660156,3.6167657995224,0.20876957194010418
en_100m,DEU,en_deu_a,pre_lmhead_contextual,3000,1,0.7871567333476817,0.1336478576660156,3.6167657995224,0.20876957194010418
en_100m,DEU,en_deu_a,pre_lmhead_contextual,3000,2,0.7871567333476817,0.1336478576660156,3.6167657995224,0.20876957194010418
en_100m,DEU,en_deu_a,pre_lmhead_contextual,3000,3,0.7871567333476817,0.1336478576660156,3.6167657995224,0.20876957194010418
en_100m,DEU,en_deu_a,pre_lmhead_contextual,3000,4,0.7871567333476817,0.1336478576660156,3.6167657995224,0.20876957194010418
en_100m,FAS,en_fas_a,pre_lmhead_contextual,500,0,0.8008856679840654,0.17899476623535157,3.722312614917755,0.5320591430664062
en_100m,FAS,en_fas_a,pre_lmhead_contextual,500,1,0.8008856679840654,0.17899472045898437,3.7223110723495485,0.5286588745117188
en_100m,FAS,en_fas_a,pre_lmhead_contextual,500,2,0.8008856679840654,0.1789947509765625,3.7223128652572632,0.5244205932617187
en_100m,FAS,en_fas_a,pre_lmhead_contextual,500,3,0.8008856679840654,0.1789947509765625,3.722313070297241,0.5320806274414063
en_100m,FAS,en_fas_a,pre_lmhead_contextual,500,4,0.8008856679840654,0.17899478149414064,3.722312366962433,0.525645751953125
en_100m,FAS,en_fas_a,pre_lmhead_contextual,1000,0,0.8008856679840654,0.17899473571777344,3.7223131585121156,0.38598248291015624
en_100m,FAS,en_fas_a,pre_lmhead_contextual,1000,1,0.8008856679840654,0.17899472045898437,3.7223123502731323,0.3861330871582031
en_100m,FAS,en_fas_a,pre_lmhead_contextual,1000,2,0.8008856679840654,0.1789947509765625,3.722312207221985,0.38418380737304686
en_100m,FAS,en_fas_a,pre_lmhead_contextual,1000,3,0.8008856679840654,0.1789947509765625,3.7223124575614928,0.3862814025878906
en_100m,FAS,en_fas_a,pre_lmhead_contextual,1000,4,0.8008856679840654,0.17899473571777344,3.7223124384880064,0.38578680419921874
en_100m,FAS,en_fas_a,pre_lmhead_contextual,2000,0,0.8008856679840654,0.17899476623535157,3.7223120379447936,0.2802889709472656
en_100m,FAS,en_fas_a,pre_lmhead_contextual,2000,1,0.8008856679840654,0.1789947509765625,3.7223132705688475,0.2792861633300781
