baseline,language,model_b,repr_type,subset_size,draw,jaccard_at_k_mean,frobenius_cultural_similarity,axis_abs_projection_diff_mean,anchor_residual_per_anchor
en_100m,FAS,en_fas_a,pre_lmhead_contextual,2000,2,0.8008856679840654,0.17899476623535157,3.722312180995941,0.277243896484375
en_100m,FAS,en_fas_a,pre_lmhead_contextual,2000,3,0.8008856679840654,0.17899478149414064,3.7223127484321594,0.2793637390136719
en_100m,FAS,en_fas_a,pre_lmhead_contextual,2000,4,0.8008856679840654,0.17899478149414064,3.7223131489753722,0.2777178649902344
en_100m,FAS,en_fas_a,pre_lmhead_contextual,3000,0,0.8008856679840654,0.178994873046875,3.722314352989197,0.22954109700520833
en_100m,FAS,en_fas_a,pre_lmhead_contextual,3000,1,0.8008856679840654,0.178994873046875,3.722314352989197,0.22954109700520833
en_100m,FAS,en_fas_a,pre_lmhead_contextual,3000,2,0.8008856679840654,0.178994873046875,3.722314352989197,0.22954109700520833
en_100m,FAS,en_fas_a,pre_lmhead_contextual,3000,3,0.8008856679840654,0.178994873046875,3.722314352989197,0.22954109700520833
en_100m,FAS,en_fas_a,pre_lmhead_contextual,3000,4,0.8008856679840654,0.178994873046875,3.722314352989197,0.22954109700520833
en_100m,FR,en_fr_a,pre_lmhead_contextual,500,0,0.7772403842481462,0.10360292816162109,3.4632991886138917,0.4479268798828125
en_100m,FR,en_fr_a,pre_lmhead_contextual,500,1,0.7772403842481462,0.10360292053222656,3.4632977938652036,0.44730511474609375
en_100m,FR,en_fr_a,pre_lmhead_contextual,500,2,0.7772403842481462,0.10360295104980469,3.463298587799072,0.44668051147460935
en_100m,FR,en_fr_a,pre_lmhead_contextual,500,3,0.7772403842481462,0.10360298156738282,3.4633002424240114,0.44828900146484374
en_100m,FR,en_fr_a,pre_lmhead_contextual,500,4,0.7772403842481462,0.10360296630859375,3.463299584388733,0.44852609252929687
en_100m,FR,en_fr_a,pre_lmhead_contextual,1000,0,0.7772403842481462,0.10360298156738282,3.4633000683784485,0.32749758911132815
en_100m,FR,en_fr_a,pre_lmhead_contextual,1000,1,0.7772403842481462,0.10360295104980469,3.4632989263534544,0.32908609008789064
en_100m,FR,en_fr_a,pre_lmhead_contextual,1000,2,0.7772403842481462,0.10360294342041015,3.463298709392548,0.3303975524902344
en_100m,FR,en_fr_a,pre_lmhead_contextual,1000,3,0.7772403842481462,0.10360295867919922,3.463298840522766,0.33010546875
en_100m,FR,en_fr_a,pre_lmhead_contextual,1000,4,0.7772403842481462,0.10360296630859375,3.463299343585968,0.3301165771484375
en_100m,FR,en_fr_a,pre_lmhead_contextual,2000,0,0.7772403842481462,0.10360299682617187,3.4633003187179567,0.23875141906738281
en_100m,FR,en_fr_a,pre_lmhead_contextual,2000,1,0.7772403842481462,0.10360297393798829,3.463299527168274,0.23893788146972655
en_100m,FR,en_fr_a,pre_lmhead_contextual,2000,2,0.7772403842481462,0.10360293579101562,3.4632984399795532,0.23921298217773437
en_100m,FR,en_fr_a,pre_lmhead_contextual,2000,3,0.7772403842481462,0.10360295867919922,3.4632992124557496,0.23891232299804688
en_100m,FR,en_fr_a,pre_lmhead_contextual,2000,4,0.7772403842481462,0.10360296630859375,3.463300199508667,0.2399122314453125
en_100m,FR,en_fr_a,pre_lmhead_contextual,3000,0,0.7772403842481462,0.10360295867919922,3.4632982325553896,0.19709847005208334
en_100m,FR,en_fr_a,pre_lmhead_contextual,3000,1,0.7772403842481462,0.10360295867919922,3.4632982325553896,0.19709847005208334
en_100m,FR,en_fr_a,pre_lmhead_contextual,3000,2,0.7772403842481462,0.10360295867919922,3.4632982325553896,0.19709847005208334
en_100m,FR,en_fr_a,pre_lmhead_contextual,3000,3,0.7772403842481462,0.10360295867919922,3.4632982325553896,0.19709847005208334
en_100m,FR,en_fr_a,pre_lmhead_contextual,3000,4,0.7772403842481462,0.10360295867919922,3.4632982325553896,0.19709847005208334
en_100m,IND,en_ind_a,pre_lmhead_contextual,500,0,0.7848359299848572,0.15416171264648437,3.3657041144371034,0.45485150146484377
en_100m,IND,en_ind_a,pre_lmhead_contextual,500,1,0.7848359299848572,0.15416165161132814,3.3657027554512022,0.4718751220703125
en_100m,IND,en_ind_a,pre_lmhead_contextual,500,2,0.7848359299848572,0.15416162109375,3.365701849460602,0.4648779296875
en_100m,IND,en_ind_a,pre_lmhead_contextual,500,3,0.7848359299848572,0.15416171264648437,3.365703308582306,0.4663918151855469
en_100m,IND,en_ind_a,pre_lmhead_contextual,500,4,0.7848359299848572,0.15416171264648437,3.3657032322883604,0.4587564697265625
en_100m,IND,en_ind_a,pre_lmhead_contextual,1000,0,0.7848359299848572,0.1541617431640625,3.365702519416809,0.34487918090820313
en_100m,IND,en_ind_a,pre_lmhead_contextual,1000,1,0.7848359299848572,0.15416168212890624,3.3657041358947755,0.3439051513671875
en_100m,IND,en_ind_a,pre_lmhead_contextual,1000,2,0.7848359299848572,0.15416168212890624,3.3657029700279235,0.3458680114746094
en_100m,IND,en_ind_a,pre_lmhead_contextual,1000,3,0.7848359299848572,0.1541615753173828,3.36570241689682,0.34577499389648436
en_100m,IND,en_ind_a,pre_lmhead_contextual,1000,4,0.7848359299848572,0.15416168212890624,3.365703089237213,0.3421549072265625
en_100m,IND,en_ind_a,pre_lmhead_contextual,2000,0,0.7848359299848572,0.15416159057617188,3.3657020497322083,0.2477802734375
en_100m,IND,en_ind_a,pre_lmhead_contextual,2000,1,0.7848359299848572,0.15416175842285157,3.3657050204277037,0.24947654724121093
en_100m,IND,en_ind_a,pre_lmhead_contextual,2000,2,0.7848359299848572,0.15416171264648437,3.3657021069526674,0.24970562744140626
en_100m,IND,en_ind_a,pre_lmhead_contextual,2000,3,0.7848359299848572,0.15416171264648437,3.3657031059265137,0.24867733764648436
en_100m,IND,en_ind_a,pre_lmhead_contextual,2000,4,0.7848359299848572,0.15416177368164063,3.365704472064972,0.24878109741210938
en_100m,IND,en_ind_a,pre_lmhead_contextual,3000,0,0.7848359299848572,0.15416171264648437,3.3657041788101196,0.20543064371744793
en_100m,IND,en_ind_a,pre_lmhead_contextual,3000,1,0.7848359299848572,0.15416171264648437,3.3657041788101196,0.20543064371744793
en_100m,IND,en_ind_a,pre_lmhead_contextual,3000,2,0.7848359299848572,0.15416171264648437,3.3657041788101196,0.20543064371744793
en_100m,IND,en_ind_a,pre_lmhead_contextual,3000,3,0.7848359299848572,0.15416171264648437,3.3657041788101196,0.20543064371744793
en_100m,IND,en_ind_a,pre_lmhead_contextual,3000,4,0.7848359299848572,0.15416171264648437,3.3657041788101196,0.20543064371744793
en_100m,NLD,en_nld_a,pre_lmhead_contextual,500,0,0.7781659557979477,0.1343804931640625,3.2562879514694214,0.4850526123046875
en_100m,NLD,en_nld_a,pre_lmhead_contextual,500,1,0.7781659557979477,0.134380615234375,3.2562896466255187,0.4846729431152344
en_100m,NLD,en_nld_a,pre_lmhead_contextual,500,2,0.7781659557979477,0.1343804931640625,3.256287055015564,0.48297412109375
en_100m,NLD,en_nld_a,pre_lmhead_contextual,500,3,0.7781659557979477,0.13438055419921874,3.2562893056869506,0.4842850646972656
en_100m,NLD,en_nld_a,pre_lmhead_contextual,500,4,0.7781659557979477,0.13438050842285157,3.256286838054657,0.49010821533203125
en_100m,NLD,en_nld_a,pre_lmhead_contextual,1000,0,0.7781659557979477,0.13438052368164063,3.25628812789917,0.35316220092773437
en_100m,NLD,en_nld_a,pre_lmhead_contextual,1000,1,0.7781659557979477,0.13438050842285157,3.2562878251075746,0.35656893920898436
en_100m,NLD,en_nld_a,pre_lmhead_contextual,1000,2,0.7781659557979477,0.13438050842285157,3.256287474632263,0.3579075927734375
en_100m,NLD,en_nld_a,pre_lmhead_contextual,1000,3,0.7781659557979477,0.13438050842285157,3.256287405490875,0.35639535522460936
en_100m,NLD,en_nld_a,pre_lmhead_contextual,1000,4,0.7781659557979477,0.13438047790527344,3.2562864446640014,0.35857122802734376
en_100m,NLD,en_nld_a,pre_lmhead_contextual,2000,0,0.7781659557979477,0.1343805389404297,3.256288104057312,0.25900070190429686
en_100m,NLD,en_nld_a,pre_lmhead_contextual,2000,1,0.7781659557979477,0.13438050842285157,3.256287651062012,0.2612188415527344
en_100m,NLD,en_nld_a,pre_lmhead_contextual,2000,2,0.7781659557979477,0.13438050842285157,3.256287157535553,0.259977783203125
en_100m,NLD,en_nld_a,pre_lmhead_contextual,2000,3,0.7781659557979477,0.1343804931640625,3.2562873268127444,0.2604858093261719
en_100m,NLD,en_nld_a,pre_lmhead_contextual,2000,4,0.7781659557979477,0.13438055419921874,3.2562885594367983,0.25974951171875
en_100m,NLD,en_nld_a,pre_lmhead_contextual,3000,0,0.7781659557979477,0.1343804473876953,3.256286134719849,0.21431978352864584
en_100m,NLD,en_nld_a,pre_lmhead_contextual,3000,1,0.7781659557979477,0.1343804473876953,3.256286134719849,0.21431978352864584
en_100m,NLD,en_nld_a,pre_lmhead_contextual,3000,2,0.7781659557979477,0.1343804473876953,3.256286134719849,0.21431978352864584
en_100m,NLD,en_nld_a,pre_lmhead_contextual,3000,3,0.7781659557979477,0.1343804473876953,3.256286134719849,0.21431978352864584
en_100m,NLD,en_nld_a,pre_lmhead_contextual,3000,4,0.7781659557979477,0.1343804473876953,3.256286134719849,0.21431978352864584
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,500,0,0.7953488552536947,0.13813813781738282,3.936755907535553,0.49263525390625
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,500,1,0.7953488552536947,0.1381381530761719,3.936755881309509,0.49593792724609376
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,500,2,0.7953488552536947,0.13813819885253906,3.9367566442489625,0.488989013671875
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,500,3,0.7953488552536947,0.13813812255859376,3.936755664348602,0.4894639892578125
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,500,4,0.7953488552536947,0.1381381530761719,3.936756896972656,0.4900816955566406
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,1000,0,0.7953488552536947,0.13813818359375,3.9367585301399233,0.361384765625
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,1000,1,0.7953488552536947,0.13813812255859376,3.9367562246322634,0.3637370910644531
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,1000,2,0.7953488552536947,0.13813812255859376,3.9367558932304383,0.3616141357421875
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,1000,3,0.7953488552536947,0.13813812255859376,3.936755962371826,0.3616512451171875
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,1000,4,0.7953488552536947,0.1381381530761719,3.9367565059661866,0.35709255981445315
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,2000,0,0.7953488552536947,0.1381381072998047,3.936756794452667,0.26161129760742186
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,2000,1,0.7953488552536947,0.13813816833496093,3.9367576956748964,0.2613150939941406
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,2000,2,0.7953488552536947,0.1381381530761719,3.9367567801475527,0.26229769897460936
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,2000,3,0.7953488552536947,0.13813821411132812,3.9367577719688414,0.2621221313476563
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,2000,4,0.7953488552536947,0.13813819885253906,3.9367572140693663,0.26102587890625
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,3000,0,0.7953488552536947,0.1381381072998047,3.936755607128143,0.21627250162760417
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,3000,1,0.7953488552536947,0.1381381072998047,3.936755607128143,0.21627250162760417
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,3000,2,0.7953488552536947,0.1381381072998047,3.936755607128143,0.21627250162760417
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,3000,3,0.7953488552536947,0.1381381072998047,3.936755607128143,0.21627250162760417
en_100m,UKR,en_ukr_a,pre_lmhead_contextual,3000,4,0.7953488552536947,0.1381381072998047,3.936755607128143,0.21627250162760417
en_100m,ZH,en_zh_a,pre_lmhead_contextual,500,0,0.8227120534066783,0.23316061401367189,3.5886096954345703,0.5799910278320313
en_100m,ZH,en_zh_a,pre_lmhead_contextual,500,1,0.8227120534066783,0.23316059875488282,3.5886081671714782,0.5820181884765625
en_100m,ZH,en_zh_a,pre_lmhead_contextual,500,2,0.8227120534066783,0.23316065979003905,3.5886083674430846,0.581438720703125
en_100m,ZH,en_zh_a,pre_lmhead_contextual,500,3,0.8227120534066783,0.23316070556640625,3.58860958814621,0.5766810913085938
en_100m,ZH,en_zh_a,pre_lmhead_contextual,500,4,0.8227120534066783,0.23316055297851562,3.5886068534851074,0.5826088256835937
en_100m,ZH,en_zh_a,pre_lmhead_contextual,1000,0,0.8227120534066783,0.23316055297851562,3.588606834411621,0.42544754028320314
en_100m,ZH,en_zh_a,pre_lmhead_contextual,1000,1,0.8227120534066783,0.23316053771972656,3.5886074352264403,0.42429046630859374
en_100m,ZH,en_zh_a,pre_lmhead_contextual,1000,2,0.8227120534066783,0.23316061401367189,3.5886066579818725,0.4224283447265625
en_100m,ZH,en_zh_a,pre_lmhead_contextual,1000,3,0.8227120534066783,0.23316070556640625,3.5886098098754884,0.4250175476074219
en_100m,ZH,en_zh_a,pre_lmhead_contextual,1000,4,0.8227120534066783,0.2331605682373047,3.588607196807861,0.4281693725585938
en_100m,ZH,en_zh_a,pre_lmhead_contextual,2000,0,0.8227120534066783,0.23316058349609375,3.5886070799827574,0.30739004516601565
en_100m,ZH,en_zh_a,pre_lmhead_contextual,2000,1,0.8227120534066783,0.2331605682373047,3.5886083006858827,0.3055981140136719
en_100m,ZH,en_zh_a,pre_lmhead_contextual,2000,2,0.8227120534066783,0.23316064453125,3.588608272075653,0.3074096374511719
en_100m,ZH,en_zh_a,pre_lmhead_contextual,2000,3,0.8227120534066783,0.23316059875488282,3.5886084389686586,0.30523971557617186
en_100m,ZH,en_zh_a,pre_lmhead_contextual,2000,4,0.8227120534066783,0.23316065979003905,3.5886077165603636,0.3065081787109375
en_100m,ZH,en_zh_a,pre_lmhead_contextual,3000,0,0.8227120534066783,0.23316058349609375,3.5886087441444396,0.25229427083333333
en_100m,ZH,en_zh_a,pre_lmhead_contextual,3000,1,0.8227120534066783,0.23316058349609375,3.5886087441444396,0.25229427083333333
en_100m,ZH,en_zh_a,pre_lmhead_contextual,3000,2,0.8227120534066783,0.23316058349609375,3.5886087441444396,0.25229427083333333
en_100m,ZH,en_zh_a,pre_lmhead_contextual,3000,3,0.8227120534066783,0.23316058349609375,3.5886087441444396,0.25229427083333333
en_100m,ZH,en_zh_a,pre_lmhead_contextual,3000,4,0.8227120534066783,0.23316058349609375,3.5886087441444396,0.25229427083333333
en_50m,BUL,en_bul_a,embedding_matrix,500,0,0.6172742124992326,0.11149542999267578,0.12516233578324318,0.06571460723876953
en_50m,BUL,en_bul_a,embedding_matrix,500,1,0.6172742124992326,0.11149542999267578,0.12516233533620835,0.06565397644042968
en_50m,BUL,en_bul_a,embedding_matrix,500,2,0.6172742124992326,0.11149542999267578,0.12516233071684837,0.06524874114990234
en_50m,BUL,en_bul_a,embedding_matrix,500,3,0.6172742124992326,0.11149543762207031,0.12516233637928964,0.06578385162353516
en_50m,BUL,en_bul_a,embedding_matrix,500,4,0.6172742124992326,0.11149542999267578,0.12516233399510385,0.06522451782226563
en_50m,BUL,en_bul_a,embedding_matrix,1000,0,0.6172742124992326,0.11149543762207031,0.1251623387634754,0.05451693344116211
en_50m,BUL,en_bul_a,embedding_matrix,1000,1,0.6172742124992326,0.11149543762207031,0.1251623411476612,0.05480721664428711
en_50m,BUL,en_bul_a,embedding_matrix,1000,2,0.6172742124992326,0.11149542999267578,0.12516234204173088,0.0545516357421875
en_50m,BUL,en_bul_a,embedding_matrix,1000,3,0.6172742124992326,0.11149542999267578,0.1251623387634754,0.05460594177246094
en_50m,BUL,en_bul_a,embedding_matrix,1000,4,0.6172742124992326,0.11149542236328125,0.12516233816742897,0.054046791076660154
en_50m,BUL,en_bul_a,embedding_matrix,2000,0,0.6172742124992326,0.11149542999267578,0.12516233205795288,0.042954906463623044
en_50m,BUL,en_bul_a,embedding_matrix,2000,1,0.6172742124992326,0.11149542999267578,0.12516234010457994,0.0429672966003418
en_50m,BUL,en_bul_a,embedding_matrix,2000,2,0.6172742124992326,0.11149544525146485,0.125162343531847,0.043040782928466796
en_50m,BUL,en_bul_a,embedding_matrix,2000,3,0.6172742124992326,0.11149542999267578,0.12516233071684837,0.04302318954467774
en_50m,BUL,en_bul_a,embedding_matrix,2000,4,0.6172742124992326,0.11149543762207031,0.12516234293580056,0.04290583038330078
en_50m,BUL,en_bul_a,embedding_matrix,3000,0,0.6172742124992326,0.11149542999267578,0.12516233816742897,0.036626421610514326
en_50m,BUL,en_bul_a,embedding_matrix,3000,1,0.6172742124992326,0.11149542999267578,0.12516233816742897,0.036626421610514326
en_50m,BUL,en_bul_a,embedding_matrix,3000,2,0.6172742124992326,0.11149542999267578,0.12516233816742897,0.036626421610514326
en_50m,BUL,en_bul_a,embedding_matrix,3000,3,0.6172742124992326,0.11149542999267578,0.12516233816742897,0.036626421610514326
en_50m,BUL,en_bul_a,embedding_matrix,3000,4,0.6172742124992326,0.11149542999267578,0.12516233816742897,0.036626421610514326
en_50m,DEU,en_deu_a,embedding_matrix,500,0,0.6322740747072433,0.110217529296875,0.1307866905629635,0.06791175842285156
en_50m,DEU,en_deu_a,embedding_matrix,500,1,0.6322740747072433,0.110217529296875,0.13078669026494028,0.06722166442871094
en_50m,DEU,en_deu_a,embedding_matrix,500,2,0.6322740747072433,0.110217529296875,0.1307866993546486,0.06782428741455078
en_50m,DEU,en_deu_a,embedding_matrix,500,3,0.6322740747072433,0.110217529296875,0.13078669026494028,0.06742766571044922
en_50m,DEU,en_deu_a,embedding_matrix,500,4,0.6322740747072433,0.11021753692626954,0.13078670158982278,0.06790259552001954
en_50m,DEU,en_deu_a,embedding_matrix,1000,0,0.6322740747072433,0.11021753692626954,0.130786701887846,0.05582308578491211
en_50m,DEU,en_deu_a,embedding_matrix,1000,1,0.6322740747072433,0.11021753692626954,0.1307867082953453,0.0560787467956543
en_50m,DEU,en_deu_a,embedding_matrix,1000,2,0.6322740747072433,0.11021753692626954,0.13078670352697372,0.05593349075317383
en_50m,DEU,en_deu_a,embedding_matrix,1000,3,0.6322740747072433,0.11021752166748047,0.1307866805791855,0.055615177154541014
en_50m,DEU,en_deu_a,embedding_matrix,1000,4,0.6322740747072433,0.110217529296875,0.13078669413924218,0.05564292144775391
en_50m,DEU,en_deu_a,embedding_matrix,2000,0,0.6322740747072433,0.11021752166748047,0.13078668475151062,0.04411490249633789
en_50m,DEU,en_deu_a,embedding_matrix,2000,1,0.6322740747072433,0.11021753692626954,0.1307867042720318,0.04406672668457031
en_50m,DEU,en_deu_a,embedding_matrix,2000,2,0.6322740747072433,0.110217529296875,0.13078669503331183,0.04402341079711914
en_50m,DEU,en_deu_a,embedding_matrix,2000,3,0.6322740747072433,0.110217529296875,0.13078670382499694,0.04412388610839844
en_50m,DEU,en_deu_a,embedding_matrix,2000,4,0.6322740747072433,0.110217529296875,0.1307866996526718,0.04411658477783203
en_50m,DEU,en_deu_a,embedding_matrix,3000,0,0.6322740747072433,0.110217529296875,0.1307866920530796,0.03754935963948568
en_50m,DEU,en_deu_a,embedding_matrix,3000,1,0.6322740747072433,0.110217529296875,0.1307866920530796,0.03754935963948568
en_50m,DEU,en_deu_a,embedding_matrix,3000,2,0.6322740747072433,0.110217529296875,0.1307866920530796,0.03754935963948568
en_50m,DEU,en_deu_a,embedding_matrix,3000,3,0.6322740747072433,0.110217529296875,0.1307866920530796,0.03754935963948568
en_50m,DEU,en_deu_a,embedding_matrix,3000,4,0.6322740747072433,0.110217529296875,0.1307866920530796,0.03754935963948568
en_50m,FAS,en_fas_a,embedding_matrix,500,0,0.6612384718435076,0.13686027526855468,0.14362328857183457,0.07074930572509766
en_50m,FAS,en_fas_a,embedding_matrix,500,1,0.6612384718435076,0.13686029052734375,0.1436232839524746,0.07081826782226562
en_50m,FAS,en_fas_a,embedding_matrix,500,2,0.6612384718435076,0.13686027526855468,0.1436232841014862,0.07146903991699219
en_50m,FAS,en_fas_a,embedding_matrix,500,3,0.6612384718435076,0.13686029052734375,0.14362328961491586,0.07149895477294922
en_50m,FAS,en_fas_a,embedding_matrix,500,4,0.6612384718435076,0.13686027526855468,0.1436232776939869,0.07099163818359375
en_50m,FAS,en_fas_a,embedding_matrix,1000,0,0.6612384718435076,0.13686027526855468,0.14362327456474305,0.05853900527954101
en_50m,FAS,en_fas_a,embedding_matrix,1000,1,0.6612384718435076,0.13686029052734375,0.14362328976392746,0.05795456314086914
en_50m,FAS,en_fas_a,embedding_matrix,1000,2,0.6612384718435076,0.13686029052734375,0.14362327814102172,0.05795714950561524
en_50m,FAS,en_fas_a,embedding_matrix,1000,3,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.057965190887451175
en_50m,FAS,en_fas_a,embedding_matrix,1000,4,0.6612384718435076,0.13686027526855468,0.14362328693270685,0.05800687026977539
en_50m,FAS,en_fas_a,embedding_matrix,2000,0,0.6612384718435076,0.13686027526855468,0.14362327635288238,0.045521251678466795
en_50m,FAS,en_fas_a,embedding_matrix,2000,1,0.6612384718435076,0.13686029052734375,0.14362327963113786,0.045632598876953125
en_50m,FAS,en_fas_a,embedding_matrix,2000,2,0.6612384718435076,0.13686029052734375,0.1436232839524746,0.04559984970092774
en_50m,FAS,en_fas_a,embedding_matrix,2000,3,0.6612384718435076,0.13686027526855468,0.14362328857183457,0.04550808715820313
en_50m,FAS,en_fas_a,embedding_matrix,2000,4,0.6612384718435076,0.13686027526855468,0.14362327709794045,0.04556473159790039
en_50m,FAS,en_fas_a,embedding_matrix,3000,0,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.038707603454589845
en_50m,FAS,en_fas_a,embedding_matrix,3000,1,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.038707603454589845
en_50m,FAS,en_fas_a,embedding_matrix,3000,2,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.038707603454589845
en_50m,FAS,en_fas_a,embedding_matrix,3000,3,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.038707603454589845
en_50m,FAS,en_fas_a,embedding_matrix,3000,4,0.6612384718435076,0.13686027526855468,0.14362328216433526,0.038707603454589845
en_50m,FR,en_fr_a,embedding_matrix,500,0,0.6194582637816725,0.10323126220703124,0.12553052142262458,0.06720228576660156
en_50m,FR,en_fr_a,embedding_matrix,500,1,0.6194582637816725,0.10323126220703124,0.12553051769733428,0.06780899047851563
en_50m,FR,en_fr_a,embedding_matrix,500,2,0.6194582637816725,0.10323126220703124,0.12553052559494973,0.06800836944580078
en_50m,FR,en_fr_a,embedding_matrix,500,3,0.6194582637816725,0.10323125457763672,0.12553051576018334,0.0675547866821289
en_50m,FR,en_fr_a,embedding_matrix,500,4,0.6194582637816725,0.10323126220703124,0.12553051829338074,0.06688339233398438
en_50m,FR,en_fr_a,embedding_matrix,1000,0,0.6194582637816725,0.10323126220703124,0.12553052023053168,0.05621150207519531
en_50m,FR,en_fr_a,embedding_matrix,1000,1,0.6194582637816725,0.10323125457763672,0.12553051382303237,0.056610897064208986
en_50m,FR,en_fr_a,embedding_matrix,1000,2,0.6194582637816725,0.10323125457763672,0.12553051978349686,0.056153427124023436
en_50m,FR,en_fr_a,embedding_matrix,1000,3,0.6194582637816725,0.10323126983642578,0.12553052231669426,0.0562552375793457
en_50m,FR,en_fr_a,embedding_matrix,1000,4,0.6194582637816725,0.10323126983642578,0.12553052842617035,0.056787124633789064
en_50m,FR,en_fr_a,embedding_matrix,2000,0,0.6194582637816725,0.10323125457763672,0.12553050607442856,0.04460150146484375
en_50m,FR,en_fr_a,embedding_matrix,2000,1,0.6194582637816725,0.10323126220703124,0.12553051963448525,0.044689449310302734
en_50m,FR,en_fr_a,embedding_matrix,2000,2,0.6194582637816725,0.10323125457763672,0.1255305117368698,0.044585777282714845
en_50m,FR,en_fr_a,embedding_matrix,2000,3,0.6194582637816725,0.10323126983642578,0.12553052604198456,0.0447632064819336
en_50m,FR,en_fr_a,embedding_matrix,2000,4,0.6194582637816725,0.10323126220703124,0.12553051561117173,0.044673133850097656
en_50m,FR,en_fr_a,embedding_matrix,3000,0,0.6194582637816725,0.10323125457763672,0.12553051516413688,0.03819053904215495
en_50m,FR,en_fr_a,embedding_matrix,3000,1,0.6194582637816725,0.10323125457763672,0.12553051516413688,0.03819053904215495
en_50m,FR,en_fr_a,embedding_matrix,3000,2,0.6194582637816725,0.10323125457763672,0.12553051516413688,0.03819053904215495
en_50m,FR,en_fr_a,embedding_matrix,3000,3,0.6194582637816725,0.10323125457763672,0.12553051516413688,0.03819053904215495
en_50m,FR,en_fr_a,embedding_matrix,3000,4,0.6194582637816725,0.10323125457763672,0.12553051516413688,0.03819053904215495
en_50m,IND,en_ind_a,embedding_matrix,500,0,0.6321534771532327,0.11001332092285156,0.12739885985851288,0.06771537017822266
en_50m,IND,en_ind_a,embedding_matrix,500,1,0.6321534771532327,0.11001331329345704,0.12739885449409485,0.06763607025146484
en_50m,IND,en_ind_a,embedding_matrix,500,2,0.6321534771532327,0.11001332855224609,0.1273988650739193,0.06713517761230468
en_50m,IND,en_ind_a,embedding_matrix,500,3,0.6321534771532327,0.11001331329345704,0.12739885374903678,0.06686100769042969
en_50m,IND,en_ind_a,embedding_matrix,500,4,0.6321534771532327,0.11001332092285156,0.12739886313676835,0.06718067169189453
en_50m,IND,en_ind_a,embedding_matrix,1000,0,0.6321534771532327,0.1100133056640625,0.1273988501727581,0.05526072311401367
en_50m,IND,en_ind_a,embedding_matrix,1000,1,0.6321534771532327,0.1100133056640625,0.1273988503217697,0.0560994873046875
en_50m,IND,en_ind_a,embedding_matrix,1000,2,0.6321534771532327,0.11001332092285156,0.12739885821938515,0.05556318283081055
en_50m,IND,en_ind_a,embedding_matrix,1000,3,0.632203880379039,0.11001331329345704,0.12739884316921235,0.0556534309387207
en_50m,IND,en_ind_a,embedding_matrix,1000,4,0.6321534771532327,0.11001331329345704,0.12739884704351426,0.05559957885742187
en_50m,IND,en_ind_a,embedding_matrix,2000,0,0.6321534771532327,0.11001332855224609,0.12739885613322258,0.04402352523803711
en_50m,IND,en_ind_a,embedding_matrix,2000,1,0.6321534771532327,0.11001331329345704,0.12739886045455934,0.04410557556152344
en_50m,IND,en_ind_a,embedding_matrix,2000,2,0.6321534771532327,0.11001332855224609,0.12739886805415154,0.04396139144897461
en_50m,IND,en_ind_a,embedding_matrix,2000,3,0.6321534771532327,0.11001331329345704,0.12739885360002517,0.044160476684570314
en_50m,IND,en_ind_a,embedding_matrix,2000,4,0.6321534771532327,0.11001333618164062,0.12739886701107025,0.04403160095214844
en_50m,IND,en_ind_a,embedding_matrix,3000,0,0.6321534771532327,0.11001332092285156,0.12739885717630386,0.037567392985026045
en_50m,IND,en_ind_a,embedding_matrix,3000,1,0.6321534771532327,0.11001332092285156,0.12739885717630386,0.037567392985026045
en_50m,IND,en_ind_a,embedding_matrix,3000,2,0.6321534771532327,0.11001332092285156,0.12739885717630386,0.037567392985026045
en_50m,IND,en_ind_a,embedding_matrix,3000,3,0.6321534771532327,0.11001332092285156,0.12739885717630386,0.037567392985026045
en_50m,IND,en_ind_a,embedding_matrix,3000,4,0.6321534771532327,0.11001332092285156,0.12739885717630386,0.037567392985026045
en_50m,NLD,en_nld_a,embedding_matrix,500,0,0.6227522604173714,0.11065052795410156,0.13093024402856826,0.06891413879394531
en_50m,NLD,en_nld_a,embedding_matrix,500,1,0.6227522604173714,0.11065052795410156,0.13093024462461472,0.06883463287353515
