baseline,condition,n_cases,contextual_sign_agreement,embedding_sign_agreement,contextual_abs_rho,contextual_abs_p,embedding_abs_rho,embedding_abs_p,mean_abs_output_shift
en_100m,random,48,0.75,0.625,0.2947242726877985,0.042002112287991375,0.325119409465914,0.024148337086540187,1.5397780413428943
en_100m,theory,48,0.6458333333333334,0.6041666666666666,-0.06057316543638732,0.6825566093428801,-0.4055579678679982,0.0042399513120629125,1.4149887909491856
en_50m,random,48,0.5208333333333334,0.625,-0.2746417716022579,0.05887538842542357,0.1514329135909683,0.3042120428133596,1.2938753043611844
en_50m,theory,48,0.3958333333333333,0.4166666666666667,-0.2077724706904038,0.15646447085507045,0.09878419452887537,0.5041379276278355,1.101093625028928
