repr_type,model_a,model_b,jaccard_at_k_mean,jaccard_at_k_std,frobenius_cultural_similarity,procrustes_anchor_residual_fro,procrustes_anchor_residual_per_anchor,axis_abs_projection_diff_mean,axis_abs_projection_diff_rel_mean,axis_abs_projection_diff_max,axis_signed_projection_diff_mean
embedding_matrix,en_50m_s1,en_50m_s2,0.611655711470602,0.2878636801645353,0.10621307373046875,103.29142761230469,0.03443047587076823,0.11429794549942017,0.6513596391677856,0.1577993482351303,-0.0022356646228581666
embedding_matrix,en_50m_s1,en_50m_s3,0.6164642963235372,0.28423404396576757,0.10680254364013672,103.34049224853516,0.03444683074951172,0.1112501572072506,0.6453869450092315,0.15249188244342804,-0.0030641862709308043
embedding_matrix,en_50m_s2,en_50m_s3,0.6147642131569878,0.28842970464149315,0.10762294769287109,103.48455047607422,0.03449485015869141,0.11329552039504051,0.6517439985275268,0.1490972638130188,-0.0008285126122063957
embedding_matrix,en_100m_s1,en_100m_s2,0.6216938039301025,0.2863793975537483,0.10866738891601563,137.29896545410156,0.045766321818033855,0.1470489050447941,0.6803928411006928,0.1862683892250061,-0.0015301096031907946
embedding_matrix,en_100m_s1,en_100m_s3,0.6097546781625854,0.29198279411108014,0.11037612152099609,136.59788513183594,0.045532628377278644,0.1514341901242733,0.6849333250522613,0.18740679323673248,0.0006965357350418344
embedding_matrix,en_100m_s2,en_100m_s3,0.6071516299715914,0.2887714578633115,0.1089790267944336,135.1657257080078,0.04505524190266927,0.14920706018805505,0.6621642053127289,0.1820787787437439,0.002226636450504884
pre_lmhead_contextual,en_50m_s1,en_50m_s2,0.7793883794689344,0.17269953238118235,0.10900651550292968,459.8897705078125,0.15329659016927083,2.3342032432556152,0.5396887645125389,5.9286603927612305,-0.3213323536515236
pre_lmhead_contextual,en_50m_s1,en_50m_s3,0.773206358174028,0.18027202213048238,0.10557015228271484,459.52783203125,0.15317594401041668,2.2182617390155794,0.5490923279523849,5.190487384796143,-0.4947756640613079
pre_lmhead_contextual,en_50m_s2,en_50m_s3,0.7581974309124663,0.19291729355797327,0.10643132019042968,455.6032409667969,0.1518677469889323,2.115074265003204,0.5369158005714416,5.64471435546875,-0.17344303719699383
pre_lmhead_contextual,en_100m_s1,en_100m_s2,0.776507953721298,0.17408541885092363,0.1040202407836914,516.784423828125,0.172261474609375,2.7186506628990172,0.5321869817376137,5.724620819091797,-0.09469355374574662
pre_lmhead_contextual,en_100m_s1,en_100m_s3,0.7712832779833627,0.17849921617902947,0.10536344146728516,513.3073120117188,0.1711024373372396,3.1538223147392275,0.5413012492656708,6.602538585662842,-0.087232576161623
pre_lmhead_contextual,en_100m_s2,en_100m_s3,0.7678487022139603,0.1862367356604122,0.0994742202758789,521.1134643554688,0.17370448811848957,3.117841007709503,0.5034662595391274,7.398385524749756,0.00746090829372406
