repr_type,model_a,model_b,metric,mean,ci_low,ci_high
embedding_matrix,ukr_50m,en_ukr_a,jaccard_at_k_mean,0.6746797057852149,0.656175284501093,0.6914072711430348
embedding_matrix,ukr_50m,en_ukr_a,axis_abs_projection_diff_mean,0.14456563972793515,0.13453374172002075,0.15528667193651197
embedding_matrix,ukr_50m,en_ukr_a,frobenius_cultural_similarity,0.1513235520172119,0.14780015602111815,0.15495046501159668
embedding_matrix,ukr_50m,en_ukr_b,jaccard_at_k_mean,0.6701451758768551,0.6517443347339842,0.6886119175023663
embedding_matrix,ukr_50m,en_ukr_b,axis_abs_projection_diff_mean,0.1326195538522303,0.12331087923422453,0.14184457432106132
embedding_matrix,ukr_50m,en_ukr_b,frobenius_cultural_similarity,0.1348013635864258,0.1318281066894531,0.13786512641906737
embedding_matrix,ukr_100m,en_ukr_a,jaccard_at_k_mean,0.6828028584670148,0.6649874721596365,0.700057701547938
embedding_matrix,ukr_100m,en_ukr_a,axis_abs_projection_diff_mean,0.14471519886158404,0.13462085153162476,0.15496606860309836
embedding_matrix,ukr_100m,en_ukr_a,frobenius_cultural_similarity,0.15343877349090576,0.1498988681793213,0.15721066589355467
embedding_matrix,ukr_100m,en_ukr_b,jaccard_at_k_mean,0.6761693428728931,0.6578511991044634,0.6937727602785895
embedding_matrix,ukr_100m,en_ukr_b,axis_abs_projection_diff_mean,0.13251298222281035,0.12314230527728792,0.14171807743981477
embedding_matrix,ukr_100m,en_ukr_b,frobenius_cultural_similarity,0.1370588874282837,0.13395853157043458,0.14028149414062502
pre_lmhead_contextual,ukr_50m,en_ukr_a,jaccard_at_k_mean,0.8638580159167563,0.8540504278583159,0.8733929138038605
pre_lmhead_contextual,ukr_50m,en_ukr_a,axis_abs_projection_diff_mean,3.156549315412044,2.735411665737629,3.636359819829464
pre_lmhead_contextual,ukr_50m,en_ukr_a,frobenius_cultural_similarity,0.267713249458313,0.2561132064819336,0.2792561538696289
pre_lmhead_contextual,ukr_50m,en_ukr_b,jaccard_at_k_mean,0.8596743405737617,0.8500447528632511,0.8689116235888653
pre_lmhead_contextual,ukr_50m,en_ukr_b,axis_abs_projection_diff_mean,2.948705798139572,2.5583030188083646,3.426555170059204
pre_lmhead_contextual,ukr_50m,en_ukr_b,frobenius_cultural_similarity,0.2866485977783203,0.27374435424804683,0.30048702774047853
pre_lmhead_contextual,ukr_100m,en_ukr_a,jaccard_at_k_mean,0.8905062971297527,0.8826654074283312,0.8986600322053485
pre_lmhead_contextual,ukr_100m,en_ukr_a,axis_abs_projection_diff_mean,3.596107072273493,3.0640995666384696,4.209244424641132
pre_lmhead_contextual,ukr_100m,en_ukr_a,frobenius_cultural_similarity,0.31779306246948236,0.3065799736022949,0.32911386718749996
pre_lmhead_contextual,ukr_100m,en_ukr_b,jaccard_at_k_mean,0.8857191303957627,0.8775321443365687,0.8937401072798428
pre_lmhead_contextual,ukr_100m,en_ukr_b,axis_abs_projection_diff_mean,3.201618422856331,2.7603428884148595,3.7007691513895984
pre_lmhead_contextual,ukr_100m,en_ukr_b,frobenius_cultural_similarity,0.3357454942779541,0.322780500793457,0.3487944107055664
contextual_over_embedding,ukr_50m,en_ukr_a,axis_ratio_contextual_over_embedding,21.90553762582935,18.484957843012197,25.592995124673333
contextual_over_embedding,ukr_50m,en_ukr_b,axis_ratio_contextual_over_embedding,22.27722535434109,18.982506431335096,26.374001166886117
contextual_over_embedding,ukr_100m,en_ukr_a,axis_ratio_contextual_over_embedding,24.863549145979217,20.690373288065214,29.441978415405064
contextual_over_embedding,ukr_100m,en_ukr_b,axis_ratio_contextual_over_embedding,24.13315366184903,20.62336530265377,28.401947690199542
